"folio","edad","sexo","educacion","cse","n_personas","macrozona","prob_gastar_comida_fuera","gasto_cond_comida_fuera","gasto_esp_comida_fuera"
136010101,48,"2","8","2",4,NA,NA,89725.4335691707,NA
136010701,26,"2",NA,"2",5,NA,NA,89725.4335691707,NA
136010801,67,"2","5","2",5,NA,NA,89725.4335691707,NA
136060201,26,"2","9","3",2,NA,NA,89725.4335691707,NA
136060501,60,"2","11","3",3,NA,NA,89725.4335691707,NA
136060601,44,"2","6","3",2,NA,NA,89725.4335691707,NA
136070201,74,"2","3","2",6,NA,NA,89725.4335691707,NA
136070401,36,"2","11","2",2,NA,NA,89725.4335691707,NA
136070501,84,"2","11","2",1,NA,NA,89725.4335691707,NA
136070601,36,"1","11","2",3,NA,NA,89725.4335691707,NA
136070801,77,"2",NA,"2",1,NA,NA,89725.4335691707,NA
136180101,82,"2","5","3",4,NA,NA,89725.4335691707,NA
136180501,57,"2","11","3",2,NA,NA,89725.4335691707,NA
136180701,42,"2","9","3",2,NA,NA,89725.4335691707,NA
136550101,33,"1","6","1",2,NA,NA,89725.4335691707,NA
136550201,75,"2","1","1",2,NA,NA,89725.4335691707,NA
136550301,41,"2","9","1",3,NA,NA,89725.4335691707,NA
136550501,47,"2",NA,"1",5,NA,NA,89725.4335691707,NA
136550601,63,"1",NA,"1",4,NA,NA,89725.4335691707,NA
136650101,74,"1","11","2",2,NA,NA,89725.4335691707,NA
136650201,86,"1","11","2",2,NA,NA,89725.4335691707,NA
136790101,63,"2","1","2",3,NA,NA,89725.4335691707,NA
136790301,80,"2",NA,"2",2,NA,NA,89725.4335691707,NA
136790302,34,"2","11","2",1,NA,NA,89725.4335691707,NA
136790303,46,"1","3","2",3,NA,NA,89725.4335691707,NA
136790304,35,"2","9","2",2,NA,NA,89725.4335691707,NA
136790401,78,"2",NA,"2",1,NA,NA,89725.4335691707,NA
136790601,34,"1","6","2",2,NA,NA,89725.4335691707,NA
136790801,47,"1","6","2",3,NA,NA,89725.4335691707,NA
136820201,27,"1","12","3",2,NA,NA,89725.4335691707,NA
136820301,31,"2","11","3",1,NA,NA,89725.4335691707,NA
136820801,79,"2","3","3",3,NA,NA,89725.4335691707,NA
136950501,49,"2","1","3",1,NA,NA,89725.4335691707,NA
136950601,34,"2","6","3",7,NA,NA,89725.4335691707,NA
137010301,27,"1","9","3",2,NA,NA,89725.4335691707,NA
137010401,45,"1","11","3",3,NA,NA,89725.4335691707,NA
137010501,75,"1","12","3",1,NA,NA,89725.4335691707,NA
137010601,76,"2","8","3",1,NA,NA,89725.4335691707,NA
137010801,26,"2","11","3",3,NA,NA,89725.4335691707,NA
137190101,77,"2","1","1",3,NA,NA,89725.4335691707,NA
137190301,62,"2","5","1",3,NA,NA,89725.4335691707,NA
137190401,62,"1",NA,"1",6,NA,NA,89725.4335691707,NA
137190601,64,"2","5","1",2,NA,NA,89725.4335691707,NA
137190701,39,"2","5","1",7,NA,NA,89725.4335691707,NA
137190801,76,"2","1","1",12,NA,NA,89725.4335691707,NA
137240301,33,"2","11","3",1,NA,NA,89725.4335691707,NA
137240401,52,"2","6","3",2,NA,NA,89725.4335691707,NA
137240501,32,"1","12","3",2,NA,NA,89725.4335691707,NA
137240701,41,"1","9","3",5,NA,NA,89725.4335691707,NA
137240801,26,"2","11","3",2,NA,NA,89725.4335691707,NA
137250501,42,"2","7","3",4,NA,NA,89725.4335691707,NA
137250601,64,"1","4","3",5,NA,NA,89725.4335691707,NA
137250801,59,"2","5","3",5,NA,NA,89725.4335691707,NA
137260201,33,"1","5","3",6,NA,NA,89725.4335691707,NA
137420101,29,"2","8",NA,4,NA,NA,89725.4335691707,NA
137600101,44,"2","11",NA,6,NA,NA,89725.4335691707,NA
137600201,49,"2","3",NA,5,NA,NA,89725.4335691707,NA
137600301,52,"1","5",NA,4,NA,NA,89725.4335691707,NA
137600401,52,"1","3",NA,2,NA,NA,89725.4335691707,NA
137600701,45,"2","8",NA,4,NA,NA,89725.4335691707,NA
137710201,41,"2","5","3",3,NA,NA,89725.4335691707,NA
137710601,33,"2","6","3",5,NA,NA,89725.4335691707,NA
137710701,25,"2","7","3",2,NA,NA,89725.4335691707,NA
137710801,48,"1","3","3",2,NA,NA,89725.4335691707,NA
137740101,48,"1","5","2",4,NA,NA,89725.4335691707,NA
137740201,44,"2","5","2",3,NA,NA,89725.4335691707,NA
137740202,83,"2","1","2",1,NA,NA,89725.4335691707,NA
137740301,49,"1","11","2",2,NA,NA,89725.4335691707,NA
137740401,56,"1","3","2",3,NA,NA,89725.4335691707,NA
137740501,58,"1","5","2",4,NA,NA,89725.4335691707,NA
137740601,58,"2",NA,"2",8,NA,NA,89725.4335691707,NA
137740701,60,"1","5","2",3,NA,NA,89725.4335691707,NA
137740801,25,"2","6","2",6,NA,NA,89725.4335691707,NA
137910101,49,"1","12","3",1,NA,NA,89725.4335691707,NA
137910201,67,"1","11","3",4,NA,NA,89725.4335691707,NA
137910301,60,"2","8","3",2,NA,NA,89725.4335691707,NA
137910401,81,"1","11","3",3,NA,NA,89725.4335691707,NA
137910601,58,"1","9","3",5,NA,NA,89725.4335691707,NA
137910801,57,"1","12","3",2,NA,NA,89725.4335691707,NA
137970101,33,"2","5",NA,4,NA,NA,89725.4335691707,NA
137970301,30,"2","5",NA,10,NA,NA,89725.4335691707,NA
137970401,42,"1","3",NA,3,NA,NA,89725.4335691707,NA
137970501,63,"2","11",NA,3,NA,NA,89725.4335691707,NA
137970601,70,"1","1",NA,5,NA,NA,89725.4335691707,NA
137970701,46,"2","5",NA,5,NA,NA,89725.4335691707,NA
137970801,74,"1","1",NA,4,NA,NA,89725.4335691707,NA
138490101,65,"2","1","1",3,NA,NA,89725.4335691707,NA
138490201,63,"2","1","1",1,NA,NA,89725.4335691707,NA
138490301,29,"1","5","1",2,NA,NA,89725.4335691707,NA
138490401,68,"1","1","1",3,NA,NA,89725.4335691707,NA
138490501,45,"1","11","1",2,NA,NA,89725.4335691707,NA
138490601,29,"1",NA,"1",5,NA,NA,89725.4335691707,NA
138490701,39,"1","3","1",4,NA,NA,89725.4335691707,NA
138490702,45,"1",NA,"1",3,NA,NA,89725.4335691707,NA
138790301,68,"1","11",NA,3,NA,NA,89725.4335691707,NA
138790401,26,"1","8",NA,2,NA,NA,89725.4335691707,NA
138790501,35,"2","11",NA,2,NA,NA,89725.4335691707,NA
139100101,60,"1","5",NA,6,NA,NA,89725.4335691707,NA
139100201,51,"1","6",NA,4,NA,NA,89725.4335691707,NA
139100301,38,"2","9",NA,3,NA,NA,89725.4335691707,NA
139100401,31,"1","8",NA,2,NA,NA,89725.4335691707,NA
139100501,54,"1","3",NA,1,NA,NA,89725.4335691707,NA
139100601,19,"2","5",NA,4,NA,NA,89725.4335691707,NA
139100801,53,"1","5",NA,2,NA,NA,89725.4335691707,NA
139580201,39,"1","11","3",1,NA,NA,89725.4335691707,NA
139580601,43,"2","11","3",3,NA,NA,89725.4335691707,NA
139580801,26,"2","8","3",2,NA,NA,89725.4335691707,NA
139710201,63,"2","1",NA,3,NA,NA,89725.4335691707,NA
139710301,36,"1","3",NA,5,NA,NA,89725.4335691707,NA
139710401,49,"1","3",NA,1,NA,NA,89725.4335691707,NA
139710701,57,"2","5",NA,4,NA,NA,89725.4335691707,NA
139850101,73,"2",NA,"1",1,NA,NA,89725.4335691707,NA
139850201,88,"2",NA,"1",1,NA,NA,89725.4335691707,NA
139850202,47,"1","7","1",3,NA,NA,89725.4335691707,NA
139850301,79,"2","5","1",1,NA,NA,89725.4335691707,NA
139850401,41,"1","5","1",4,NA,NA,89725.4335691707,NA
139850402,35,"1","7","1",4,NA,NA,89725.4335691707,NA
139850501,83,"2",NA,"1",2,NA,NA,89725.4335691707,NA
139850502,55,"2","6","1",1,NA,NA,89725.4335691707,NA
139850601,56,"1","12","1",3,NA,NA,89725.4335691707,NA
139850701,43,"1","3","1",4,NA,NA,89725.4335691707,NA
139850801,82,"2","3","1",3,NA,NA,89725.4335691707,NA
139890201,42,"1","11","2",4,NA,NA,89725.4335691707,NA
139890301,62,"2","5","2",4,NA,NA,89725.4335691707,NA
139890501,74,"2","3","2",2,NA,NA,89725.4335691707,NA
140010101,49,"1","12",NA,2,NA,NA,89725.4335691707,NA
140010201,42,"1","11",NA,5,NA,NA,89725.4335691707,NA
140010301,58,"2","11",NA,2,NA,NA,89725.4335691707,NA
140010401,78,"1","5",NA,2,NA,NA,89725.4335691707,NA
140010501,85,"1","6",NA,3,NA,NA,89725.4335691707,NA
140010601,66,"1","11",NA,5,NA,NA,89725.4335691707,NA
140010801,66,"2","11",NA,2,NA,NA,89725.4335691707,NA
140130101,67,"1","3","2",1,NA,NA,89725.4335691707,NA
140130201,52,"2","6","2",3,NA,NA,89725.4335691707,NA
140130301,47,"2","6","2",2,NA,NA,89725.4335691707,NA
140130401,64,"1","5","2",3,NA,NA,89725.4335691707,NA
140130501,66,"1","5","2",11,NA,NA,89725.4335691707,NA
140130701,54,"1","1","2",5,NA,NA,89725.4335691707,NA
140130801,64,"2","5","2",3,NA,NA,89725.4335691707,NA
140210101,33,"1","12",NA,2,NA,NA,89725.4335691707,NA
140210301,51,"1","12",NA,3,NA,NA,89725.4335691707,NA
140210401,61,"2","12",NA,2,NA,NA,89725.4335691707,NA
140210501,28,"1","11",NA,2,NA,NA,89725.4335691707,NA
140210701,39,"1","9",NA,5,NA,NA,89725.4335691707,NA
140230301,81,"1","9",NA,2,NA,NA,89725.4335691707,NA
140230401,60,"1","8",NA,2,NA,NA,89725.4335691707,NA
140230501,77,"1","3",NA,2,NA,NA,89725.4335691707,NA
140230701,50,"2","8",NA,3,NA,NA,89725.4335691707,NA
140640101,40,"2","11",NA,3,NA,NA,89725.4335691707,NA
140640201,41,"1","11",NA,5,NA,NA,89725.4335691707,NA
140640401,65,"2","6",NA,2,NA,NA,89725.4335691707,NA
140640701,83,"2","1",NA,1,NA,NA,89725.4335691707,NA
140640801,63,"2","8",NA,2,NA,NA,89725.4335691707,NA
140700201,38,"2","5",NA,5,NA,NA,89725.4335691707,NA
140700701,51,"2",NA,NA,4,NA,NA,89725.4335691707,NA
140700801,27,"2","11",NA,1,NA,NA,89725.4335691707,NA
140700901,61,"2","8",NA,3,NA,NA,89725.4335691707,NA
140701001,63,"2","1",NA,7,NA,NA,89725.4335691707,NA
140750101,69,"2","9",NA,2,NA,NA,89725.4335691707,NA
140750301,68,"1","12",NA,2,NA,NA,89725.4335691707,NA
140750401,60,"2","11",NA,3,NA,NA,89725.4335691707,NA
140750801,46,"2","11",NA,4,NA,NA,89725.4335691707,NA
140840101,81,"1","12","3",3,NA,NA,89725.4335691707,NA
140840301,48,"1","11","3",1,NA,NA,89725.4335691707,NA
141170401,44,"1","12",NA,6,NA,NA,89725.4335691707,NA
141290101,80,"2","3",NA,2,NA,NA,89725.4335691707,NA
141290301,41,"1","5",NA,4,NA,NA,89725.4335691707,NA
141290501,36,"2","6",NA,5,NA,NA,89725.4335691707,NA
141290601,78,"1","8",NA,3,NA,NA,89725.4335691707,NA
141290701,71,"1","-88",NA,4,NA,NA,89725.4335691707,NA
141290801,58,"1","6",NA,3,NA,NA,89725.4335691707,NA
141340101,62,"1","-88","3",3,NA,NA,89725.4335691707,NA
141340201,58,"2","1","3",5,NA,NA,89725.4335691707,NA
141340501,49,"2","6","3",3,NA,NA,89725.4335691707,NA
141340601,28,"1","11","3",2,NA,NA,89725.4335691707,NA
141350401,61,"1","11",NA,3,NA,NA,89725.4335691707,NA
141420101,18,"2","3","2",3,NA,NA,89725.4335691707,NA
141420501,55,"2","12","2",4,NA,NA,89725.4335691707,NA
141420801,28,"1","9","2",2,NA,NA,89725.4335691707,NA
141670101,29,"2","9","2",4,NA,NA,89725.4335691707,NA
141670301,23,"1","5","2",2,NA,NA,89725.4335691707,NA
141670401,31,"2","12","2",3,NA,NA,89725.4335691707,NA
141670501,40,"2","11","2",4,NA,NA,89725.4335691707,NA
141670701,30,"1","11","2",2,NA,NA,89725.4335691707,NA
141670801,31,"1","11","2",3,NA,NA,89725.4335691707,NA
141820201,29,"2","11",NA,2,NA,NA,89725.4335691707,NA
141820301,44,"2","5",NA,4,NA,NA,89725.4335691707,NA
141820701,38,"2","8",NA,2,NA,NA,89725.4335691707,NA
142120101,30,"1","12",NA,1,NA,NA,89725.4335691707,NA
142120301,54,"1","12",NA,3,NA,NA,89725.4335691707,NA
142120401,26,"1","8",NA,2,NA,NA,89725.4335691707,NA
142120501,40,"1","1",NA,1,NA,NA,89725.4335691707,NA
142120601,34,"1","9",NA,2,NA,NA,89725.4335691707,NA
142120801,49,"2","11",NA,2,NA,NA,89725.4335691707,NA
142460101,73,"1","9",NA,3,NA,NA,89725.4335691707,NA
142460201,48,"1","8",NA,2,NA,NA,89725.4335691707,NA
142460301,54,"1","5",NA,2,NA,NA,89725.4335691707,NA
142460401,74,"1","1",NA,1,NA,NA,89725.4335691707,NA
142460501,50,"1","5",NA,4,NA,NA,89725.4335691707,NA
142460801,57,"2",NA,NA,2,NA,NA,89725.4335691707,NA
142630101,75,"2",NA,"2",2,NA,NA,89725.4335691707,NA
142630201,78,"1","5","2",2,NA,NA,89725.4335691707,NA
142630301,70,"1","5","2",2,NA,NA,89725.4335691707,NA
142630302,50,"2","5","2",2,NA,NA,89725.4335691707,NA
142630701,77,"2","1","2",3,NA,NA,89725.4335691707,NA
142630801,79,"2",NA,"2",3,NA,NA,89725.4335691707,NA
142810301,24,"1","9","2",2,NA,NA,89725.4335691707,NA
142870101,47,"2","6",NA,3,NA,NA,89725.4335691707,NA
142870201,57,"1","8",NA,3,NA,NA,89725.4335691707,NA
142870301,42,"2","5",NA,4,NA,NA,89725.4335691707,NA
142870501,66,"2",NA,NA,3,NA,NA,89725.4335691707,NA
142870701,20,"2","6",NA,3,NA,NA,89725.4335691707,NA
142870801,65,"2","6",NA,3,NA,NA,89725.4335691707,NA
143100101,61,"1","11","3",3,NA,NA,89725.4335691707,NA
143100201,41,"2","11","3",4,NA,NA,89725.4335691707,NA
143100301,53,"1","6","3",1,NA,NA,89725.4335691707,NA
143100401,50,"1","1","3",3,NA,NA,89725.4335691707,NA
143100501,68,"2","8","3",1,NA,NA,89725.4335691707,NA
143100601,26,"1","11","3",1,NA,NA,89725.4335691707,NA
143100701,37,"2","11","3",3,NA,NA,89725.4335691707,NA
143100801,28,"1","6","3",2,NA,NA,89725.4335691707,NA
143150201,57,"2","5","3",3,NA,NA,89725.4335691707,NA
143150301,42,"2","5","3",5,NA,NA,89725.4335691707,NA
143150401,30,"1","9","3",2,NA,NA,89725.4335691707,NA
143150701,55,"2","5","3",4,NA,NA,89725.4335691707,NA
143150801,38,"2","5","3",5,NA,NA,89725.4335691707,NA
143150802,65,"1","4","3",1,NA,NA,89725.4335691707,NA
143270101,37,"1","5","3",3,NA,NA,89725.4335691707,NA
143270201,41,"1",NA,"3",1,NA,NA,89725.4335691707,NA
143270301,32,"2","8","3",3,NA,NA,89725.4335691707,NA
143270401,34,"1","11","3",2,NA,NA,89725.4335691707,NA
143270501,38,"2","5","3",5,NA,NA,89725.4335691707,NA
143270801,53,"2","6","3",4,NA,NA,89725.4335691707,NA
143330101,63,"2","1","1",3,NA,NA,89725.4335691707,NA
143330201,66,"1",NA,"1",4,NA,NA,89725.4335691707,NA
143330301,60,"2","-88","1",5,NA,NA,89725.4335691707,NA
143330401,29,"1","6","1",4,NA,NA,89725.4335691707,NA
143330501,52,"1",NA,"1",1,NA,NA,89725.4335691707,NA
143330601,46,"2","5","1",3,NA,NA,89725.4335691707,NA
143330701,48,"2","3","1",2,NA,NA,89725.4335691707,NA
143330801,45,"1","6","1",3,NA,NA,89725.4335691707,NA
143340101,52,"2","5",NA,3,NA,NA,89725.4335691707,NA
143340301,53,"1","5",NA,5,NA,NA,89725.4335691707,NA
143340401,49,"1","5",NA,4,NA,NA,89725.4335691707,NA
143340701,52,"2","3",NA,3,NA,NA,89725.4335691707,NA
143450101,50,"1","8",NA,1,NA,NA,89725.4335691707,NA
143450201,80,"2","3",NA,1,NA,NA,89725.4335691707,NA
143450301,29,"2","9",NA,2,NA,NA,89725.4335691707,NA
143450401,37,"1","5",NA,5,NA,NA,89725.4335691707,NA
143450501,30,"2","11",NA,2,NA,NA,89725.4335691707,NA
143450601,29,"2","11",NA,2,NA,NA,89725.4335691707,NA
143450701,42,"1","11",NA,1,NA,NA,89725.4335691707,NA
143450801,42,"1","9",NA,2,NA,NA,89725.4335691707,NA
143900201,39,"2","6",NA,4,NA,NA,89725.4335691707,NA
143900301,53,"1","5",NA,2,NA,NA,89725.4335691707,NA
143900501,31,"1","11",NA,1,NA,NA,89725.4335691707,NA
143900801,30,"1","5",NA,1,NA,NA,89725.4335691707,NA
143960101,69,"1","8",NA,3,NA,NA,89725.4335691707,NA
143960201,63,"1","6",NA,2,NA,NA,89725.4335691707,NA
143960301,61,"2","1",NA,3,NA,NA,89725.4335691707,NA
143960401,70,"2","4",NA,1,NA,NA,89725.4335691707,NA
143960402,50,"1","6",NA,1,NA,NA,89725.4335691707,NA
143960501,55,"2","6",NA,7,NA,NA,89725.4335691707,NA
143960601,58,"1",NA,NA,2,NA,NA,89725.4335691707,NA
143960701,50,"1","6",NA,4,NA,NA,89725.4335691707,NA
143990101,60,"2","11","3",2,NA,NA,89725.4335691707,NA
143990301,85,"1","11","3",2,NA,NA,89725.4335691707,NA
143990501,70,"2","8","3",2,NA,NA,89725.4335691707,NA
143990801,74,"1","4","3",2,NA,NA,89725.4335691707,NA
144030101,54,"2",NA,NA,3,NA,NA,89725.4335691707,NA
144030201,66,"2",NA,NA,2,NA,NA,89725.4335691707,NA
144030301,21,"1","3",NA,2,NA,NA,89725.4335691707,NA
144030601,74,"1","1",NA,5,NA,NA,89725.4335691707,NA
144030701,27,"1","3",NA,3,NA,NA,89725.4335691707,NA
144030801,46,"2","3",NA,6,NA,NA,89725.4335691707,NA
144240101,35,"2","5","1",5,NA,NA,89725.4335691707,NA
144240501,72,"1","1","1",4,NA,NA,89725.4335691707,NA
144240601,69,"1",NA,"1",3,NA,NA,89725.4335691707,NA
144380101,65,"2","3","1",1,NA,NA,89725.4335691707,NA
144380201,47,"1","3","1",2,NA,NA,89725.4335691707,NA
144380301,56,"1",NA,"1",2,NA,NA,89725.4335691707,NA
144380401,77,"1","3","1",2,NA,NA,89725.4335691707,NA
144380501,48,"1","6","1",4,NA,NA,89725.4335691707,NA
144380701,31,"2","5","1",1,NA,NA,89725.4335691707,NA
144380801,56,"2",NA,"1",4,NA,NA,89725.4335691707,NA
144520101,36,"2","11",NA,2,NA,NA,89725.4335691707,NA
144520301,48,"2","9",NA,2,NA,NA,89725.4335691707,NA
144520501,37,"2","11",NA,2,NA,NA,89725.4335691707,NA
144720201,62,"1","8",NA,1,NA,NA,89725.4335691707,NA
144720301,50,"1","1",NA,2,NA,NA,89725.4335691707,NA
144720401,63,"1","3",NA,1,NA,NA,89725.4335691707,NA
144720801,31,"2","11",NA,2,NA,NA,89725.4335691707,NA
145130201,67,"1","11","3",3,NA,NA,89725.4335691707,NA
145130301,43,"2","11","3",5,NA,NA,89725.4335691707,NA
145130401,51,"1","12","3",6,NA,NA,89725.4335691707,NA
145130501,36,"1","11","3",3,NA,NA,89725.4335691707,NA
145130601,33,"2","7","3",4,NA,NA,89725.4335691707,NA
145130801,33,"2","11","3",3,NA,NA,89725.4335691707,NA
145200101,56,"2","11",NA,2,NA,NA,89725.4335691707,NA
145200201,54,"1","7",NA,2,NA,NA,89725.4335691707,NA
145200401,60,"1","9",NA,3,NA,NA,89725.4335691707,NA
145200501,72,"2","3",NA,1,NA,NA,89725.4335691707,NA
145200601,82,"2","1",NA,3,NA,NA,89725.4335691707,NA
145200701,69,"1","12",NA,3,NA,NA,89725.4335691707,NA
145200801,60,"2","5",NA,4,NA,NA,89725.4335691707,NA
145250101,37,"1","5","3",2,NA,NA,89725.4335691707,NA
145250102,35,"1","5","3",4,NA,NA,89725.4335691707,NA
145250301,65,"2",NA,"3",2,NA,NA,89725.4335691707,NA
145250501,46,"2","5","3",3,NA,NA,89725.4335691707,NA
145250601,32,"2","11","3",2,NA,NA,89725.4335691707,NA
145250701,70,"2","5","3",2,NA,NA,89725.4335691707,NA
145250801,42,"2",NA,"3",4,NA,NA,89725.4335691707,NA
145250802,71,"1","9","3",1,NA,NA,89725.4335691707,NA
145780101,55,"1","4",NA,3,NA,NA,89725.4335691707,NA
145780201,75,"2","8",NA,3,NA,NA,89725.4335691707,NA
145780301,57,"2",NA,NA,1,NA,NA,89725.4335691707,NA
145780401,53,"1",NA,NA,4,NA,NA,89725.4335691707,NA
145780601,53,"1","6",NA,2,NA,NA,89725.4335691707,NA
145780701,62,"2","4",NA,1,NA,NA,89725.4335691707,NA
145780801,70,"2","1",NA,3,NA,NA,89725.4335691707,NA
145780901,60,"2","1",NA,3,NA,NA,89725.4335691707,NA
145781001,40,"2","1",NA,4,NA,NA,89725.4335691707,NA
145910101,51,"1","5",NA,2,NA,NA,89725.4335691707,NA
146020401,27,"1","8","1",3,NA,NA,89725.4335691707,NA
146020501,33,"1","5","1",4,NA,NA,89725.4335691707,NA
146020801,42,"1","3","1",4,NA,NA,89725.4335691707,NA
146110401,31,"2","12","3",1,NA,NA,89725.4335691707,NA
146110601,69,"1","6","3",2,NA,NA,89725.4335691707,NA
146110701,67,"2","11","3",5,NA,NA,89725.4335691707,NA
146120101,42,"1","11","3",3,NA,NA,89725.4335691707,NA
146120601,75,"2","3","3",1,NA,NA,89725.4335691707,NA
146120801,47,"2","11","3",3,NA,NA,89725.4335691707,NA
146170101,75,"2",NA,"2",2,NA,NA,89725.4335691707,NA
146170301,31,"2","5","2",3,NA,NA,89725.4335691707,NA
146170401,50,"1","3","2",2,NA,NA,89725.4335691707,NA
146170501,38,"2","6","2",4,NA,NA,89725.4335691707,NA
146170601,52,"2","8","2",1,NA,NA,89725.4335691707,NA
146170701,53,"1",NA,"2",4,NA,NA,89725.4335691707,NA
146170801,23,"2","4","2",3,NA,NA,89725.4335691707,NA
146360101,39,"1","11","2",5,NA,NA,89725.4335691707,NA
146360201,82,"2",NA,"2",3,NA,NA,89725.4335691707,NA
146360401,58,"2","6","2",4,NA,NA,89725.4335691707,NA
146360501,31,"1","8","2",3,NA,NA,89725.4335691707,NA
146360601,81,"1","1","2",9,NA,NA,89725.4335691707,NA
146360701,48,"2","5","2",4,NA,NA,89725.4335691707,NA
146360801,68,"2","1","2",3,NA,NA,89725.4335691707,NA
146390101,40,"1","5","2",5,NA,NA,89725.4335691707,NA
146390301,62,"1",NA,"2",6,NA,NA,89725.4335691707,NA
146390401,45,"2","3","2",2,NA,NA,89725.4335691707,NA
146390501,47,"2","5","2",5,NA,NA,89725.4335691707,NA
146390601,26,"2","7","2",3,NA,NA,89725.4335691707,NA
146390701,42,"2","5","2",7,NA,NA,89725.4335691707,NA
146510101,62,"1","-88","2",8,NA,NA,89725.4335691707,NA
146510401,77,"1","1","2",2,NA,NA,89725.4335691707,NA
146510601,57,"2",NA,"2",2,NA,NA,89725.4335691707,NA
146510701,41,"2",NA,"2",5,NA,NA,89725.4335691707,NA
146510801,24,"2",NA,"2",3,NA,NA,89725.4335691707,NA
146530501,37,"2","9","3",5,NA,NA,89725.4335691707,NA
146530601,39,"2","11","3",3,NA,NA,89725.4335691707,NA
146530701,40,"1","11","3",5,NA,NA,89725.4335691707,NA
146530801,57,"2","5","3",8,NA,NA,89725.4335691707,NA
146660201,48,"1","12","3",3,NA,NA,89725.4335691707,NA
146670201,80,"2",NA,"2",3,NA,NA,89725.4335691707,NA
146670301,68,"2","3","2",2,NA,NA,89725.4335691707,NA
146670401,63,"2","4","2",3,NA,NA,89725.4335691707,NA
146670501,47,"2",NA,"2",3,NA,NA,89725.4335691707,NA
146670601,49,"2","3","2",3,NA,NA,89725.4335691707,NA
146670701,57,"1","1","2",2,NA,NA,89725.4335691707,NA
146670801,61,"2",NA,"2",3,NA,NA,89725.4335691707,NA
146770201,56,"2","9","2",6,NA,NA,89725.4335691707,NA
146770301,42,"1","11","2",4,NA,NA,89725.4335691707,NA
146770401,77,"1",NA,"2",4,NA,NA,89725.4335691707,NA
147110101,32,"2","6",NA,4,NA,NA,89725.4335691707,NA
147110201,54,"1","3",NA,3,NA,NA,89725.4335691707,NA
147110301,61,"1","3",NA,8,NA,NA,89725.4335691707,NA
147110401,58,"2","3",NA,2,NA,NA,89725.4335691707,NA
147110501,40,"2","5",NA,2,NA,NA,89725.4335691707,NA
147110601,56,"2",NA,NA,3,NA,NA,89725.4335691707,NA
147110701,26,"1","5",NA,4,NA,NA,89725.4335691707,NA
147110801,90,"1","5",NA,1,NA,NA,89725.4335691707,NA
147240201,60,"1","9","3",4,NA,NA,89725.4335691707,NA
147270101,75,"2","3",NA,3,NA,NA,89725.4335691707,NA
147270401,52,"2","6",NA,2,NA,NA,89725.4335691707,NA
147270601,66,"2","5",NA,2,NA,NA,89725.4335691707,NA
147270801,66,"1","3",NA,2,NA,NA,89725.4335691707,NA
147350101,60,"1","11",NA,1,NA,NA,89725.4335691707,NA
147620101,66,"2","5",NA,3,NA,NA,89725.4335691707,NA
147790101,54,"1","11","2",4,NA,NA,89725.4335691707,NA
147790201,54,"1","8","2",4,NA,NA,89725.4335691707,NA
147790401,34,"1","11","2",4,NA,NA,89725.4335691707,NA
147790501,41,"1",NA,"2",3,NA,NA,89725.4335691707,NA
147790601,52,"2","5","2",3,NA,NA,89725.4335691707,NA
147790801,38,"2","5","2",8,NA,NA,89725.4335691707,NA
147830101,55,"2","6",NA,1,NA,NA,89725.4335691707,NA
147830301,50,"2","8",NA,1,NA,NA,89725.4335691707,NA
147830401,36,"2","8",NA,5,NA,NA,89725.4335691707,NA
147830601,51,"2","11",NA,1,NA,NA,89725.4335691707,NA
147860201,66,"2",NA,"2",1,NA,NA,89725.4335691707,NA
147860401,53,"1","4","2",6,NA,NA,89725.4335691707,NA
147860601,70,"1","1","2",1,NA,NA,89725.4335691707,NA
147860701,47,"2","6","2",2,NA,NA,89725.4335691707,NA
147910101,76,"1","3",NA,2,NA,NA,89725.4335691707,NA
147910301,54,"2","5",NA,4,NA,NA,89725.4335691707,NA
147910401,71,"2","3",NA,1,NA,NA,89725.4335691707,NA
147910701,48,"2",NA,NA,3,NA,NA,89725.4335691707,NA
147910801,67,"1","3",NA,1,NA,NA,89725.4335691707,NA
147990101,35,"2","5","3",4,NA,NA,89725.4335691707,NA
147990701,29,"1","5","3",5,NA,NA,89725.4335691707,NA
148060201,46,"2","8","2",3,NA,NA,89725.4335691707,NA
148060601,35,"1","6","2",5,NA,NA,89725.4335691707,NA
148060801,59,"1","3","2",3,NA,NA,89725.4335691707,NA
148070101,54,"2","9",NA,1,NA,NA,89725.4335691707,NA
148070201,33,"1","11",NA,2,NA,NA,89725.4335691707,NA
148070301,39,"1","11",NA,1,NA,NA,89725.4335691707,NA
148070501,31,"2","11",NA,2,NA,NA,89725.4335691707,NA
148070601,81,"1","11",NA,2,NA,NA,89725.4335691707,NA
148070701,47,"2","10",NA,2,NA,NA,89725.4335691707,NA
148070801,33,"2","12",NA,2,NA,NA,89725.4335691707,NA
148100201,72,"2","5","1",6,NA,NA,89725.4335691707,NA
148100301,62,"1","1","1",2,NA,NA,89725.4335691707,NA
148100501,48,"1","6","1",1,NA,NA,89725.4335691707,NA
148100701,67,"2",NA,"1",2,NA,NA,89725.4335691707,NA
148100801,63,"1","4","1",2,NA,NA,89725.4335691707,NA
148300201,72,"1",NA,NA,2,NA,NA,89725.4335691707,NA
148300301,56,"1","5",NA,3,NA,NA,89725.4335691707,NA
148300501,66,"1","3",NA,3,NA,NA,89725.4335691707,NA
148300601,70,"2",NA,NA,1,NA,NA,89725.4335691707,NA
