"folio","edad","sexo","educacion","cse","n_personas","macrozona","prob_gastar_comida_fuera","gasto_cond_comida_fuera","gasto_esp_comida_fuera"
366140101,40,"2","8","2",3,NA,NA,89725.4335691707,NA
366140201,82,"2",NA,"2",1,NA,NA,89725.4335691707,NA
366140501,74,"2","3","2",3,NA,NA,89725.4335691707,NA
366140601,68,"2","3","2",2,NA,NA,89725.4335691707,NA
366140801,41,"2","5","2",2,NA,NA,89725.4335691707,NA
366180401,42,"2","12","3",1,NA,NA,89725.4335691707,NA
366180501,48,"2","11","3",2,NA,NA,89725.4335691707,NA
366180801,69,"1","12","3",1,NA,NA,89725.4335691707,NA
366520101,68,"1","5","2",2,NA,NA,89725.4335691707,NA
366520201,61,"2",NA,"2",8,NA,NA,89725.4335691707,NA
366520301,50,"2","1","2",2,NA,NA,89725.4335691707,NA
366520401,63,"2","1","2",4,NA,NA,89725.4335691707,NA
366520501,71,"2",NA,"2",4,NA,NA,89725.4335691707,NA
366520601,68,"2","1","2",3,NA,NA,89725.4335691707,NA
366520701,38,"2","5","2",3,NA,NA,89725.4335691707,NA
366520801,69,"1",NA,"2",7,NA,NA,89725.4335691707,NA
366660101,48,"2","11","3",2,NA,NA,89725.4335691707,NA
366660401,28,"1","10","3",1,NA,NA,89725.4335691707,NA
366700101,27,"2","5","2",2,NA,NA,89725.4335691707,NA
366700201,29,"1","9","2",4,NA,NA,89725.4335691707,NA
366700301,71,"1","1","2",2,NA,NA,89725.4335691707,NA
366700401,61,"2","3","2",2,NA,NA,89725.4335691707,NA
366700501,61,"2","5","2",4,NA,NA,89725.4335691707,NA
366700601,67,"2","6","2",1,NA,NA,89725.4335691707,NA
366700801,35,"1","9","2",2,NA,NA,89725.4335691707,NA
366930201,68,"1","1",NA,3,NA,NA,89725.4335691707,NA
366930401,52,"2","1",NA,8,NA,NA,89725.4335691707,NA
366930501,63,"2","1",NA,5,NA,NA,89725.4335691707,NA
366930601,63,"2","1",NA,5,NA,NA,89725.4335691707,NA
366930801,59,"2","1",NA,2,NA,NA,89725.4335691707,NA
367180101,50,"2","8",NA,3,NA,NA,89725.4335691707,NA
367180201,25,"2","8",NA,1,NA,NA,89725.4335691707,NA
367180401,34,"2","11",NA,3,NA,NA,89725.4335691707,NA
367180501,60,"1","11",NA,1,NA,NA,89725.4335691707,NA
367180701,50,"1","10",NA,3,NA,NA,89725.4335691707,NA
367250401,61,"1","1",NA,4,NA,NA,89725.4335691707,NA
367250501,73,"2","5",NA,5,NA,NA,89725.4335691707,NA
367250601,69,"2","1",NA,2,NA,NA,89725.4335691707,NA
367250701,66,"1","5",NA,3,NA,NA,89725.4335691707,NA
367250801,46,"1","5",NA,3,NA,NA,89725.4335691707,NA
367300101,31,"2","5","2",4,NA,NA,89725.4335691707,NA
367300201,43,"2","6","2",3,NA,NA,89725.4335691707,NA
367300401,58,"2","5","2",3,NA,NA,89725.4335691707,NA
367340201,45,"1","8",NA,4,NA,NA,89725.4335691707,NA
367340401,40,"1","8",NA,1,NA,NA,89725.4335691707,NA
367340601,30,"1","11",NA,1,NA,NA,89725.4335691707,NA
367360101,33,"1","5",NA,3,NA,NA,89725.4335691707,NA
367360301,51,"2","5",NA,6,NA,NA,89725.4335691707,NA
367360401,65,"2","5",NA,4,NA,NA,89725.4335691707,NA
367360501,50,"2","5",NA,6,NA,NA,89725.4335691707,NA
367360601,28,"2","7",NA,3,NA,NA,89725.4335691707,NA
367360701,70,"1","1",NA,2,NA,NA,89725.4335691707,NA
367360801,87,"2","1",NA,2,NA,NA,89725.4335691707,NA
367430201,31,"1","11",NA,1,NA,NA,89725.4335691707,NA
367490101,66,"1",NA,"1",6,NA,NA,89725.4335691707,NA
367490301,66,"1","3","1",2,NA,NA,89725.4335691707,NA
367490401,68,"2","1","1",2,NA,NA,89725.4335691707,NA
367490501,62,"2","1","1",5,NA,NA,89725.4335691707,NA
367490701,60,"1","1","1",2,NA,NA,89725.4335691707,NA
367490801,57,"1","8","1",2,NA,NA,89725.4335691707,NA
367750601,51,"2","11",NA,3,NA,NA,89725.4335691707,NA
367750701,67,"1","8",NA,2,NA,NA,89725.4335691707,NA
367940101,55,"1","11","2",2,NA,NA,89725.4335691707,NA
367940301,37,"2","5","2",3,NA,NA,89725.4335691707,NA
367940401,26,"1","1","2",8,NA,NA,89725.4335691707,NA
367940701,80,"1","8","2",2,NA,NA,89725.4335691707,NA
367940801,58,"2","4","2",4,NA,NA,89725.4335691707,NA
368040101,58,"2","1",NA,4,NA,NA,89725.4335691707,NA
368040301,66,"1","3",NA,6,NA,NA,89725.4335691707,NA
368040401,50,"1",NA,NA,2,NA,NA,89725.4335691707,NA
368040501,28,"2","5",NA,3,NA,NA,89725.4335691707,NA
368040601,56,"2","5",NA,2,NA,NA,89725.4335691707,NA
368040602,32,"1","1",NA,2,NA,NA,89725.4335691707,NA
368040701,30,"2",NA,NA,2,NA,NA,89725.4335691707,NA
368040801,43,"2","3",NA,6,NA,NA,89725.4335691707,NA
368080101,84,"1",NA,NA,2,NA,NA,89725.4335691707,NA
368080201,59,"2","5",NA,3,NA,NA,89725.4335691707,NA
368080401,86,"1","3",NA,3,NA,NA,89725.4335691707,NA
368080501,29,"1","8",NA,1,NA,NA,89725.4335691707,NA
368080601,43,"2","5",NA,2,NA,NA,89725.4335691707,NA
368080701,56,"1","11",NA,3,NA,NA,89725.4335691707,NA
368080801,65,"1","5",NA,3,NA,NA,89725.4335691707,NA
368170601,63,"2","4","3",2,NA,NA,89725.4335691707,NA
368170701,69,"1","11","3",3,NA,NA,89725.4335691707,NA
368180201,75,"2","1",NA,2,NA,NA,89725.4335691707,NA
368180301,34,"2","3",NA,4,NA,NA,89725.4335691707,NA
368180501,74,"1","3",NA,1,NA,NA,89725.4335691707,NA
368180601,62,"2","3",NA,3,NA,NA,89725.4335691707,NA
368180701,33,"2","5",NA,3,NA,NA,89725.4335691707,NA
368180801,49,"2","1",NA,5,NA,NA,89725.4335691707,NA
368190201,74,"1","3",NA,3,NA,NA,89725.4335691707,NA
368190301,61,"2","3",NA,6,NA,NA,89725.4335691707,NA
368190601,51,"2","7",NA,3,NA,NA,89725.4335691707,NA
368240201,46,"2","3",NA,5,NA,NA,89725.4335691707,NA
368240401,46,"2","3",NA,2,NA,NA,89725.4335691707,NA
368240501,50,"2","5",NA,4,NA,NA,89725.4335691707,NA
368240601,38,"1","11",NA,3,NA,NA,89725.4335691707,NA
368240701,31,"1","9",NA,1,NA,NA,89725.4335691707,NA
368240702,41,"1","3",NA,2,NA,NA,89725.4335691707,NA
368280101,40,"1","12","3",1,NA,NA,89725.4335691707,NA
368280301,45,"2","11","3",5,NA,NA,89725.4335691707,NA
368280401,38,"1","10","3",5,NA,NA,89725.4335691707,NA
368280501,44,"2","12","3",2,NA,NA,89725.4335691707,NA
368280701,36,"2","11","3",4,NA,NA,89725.4335691707,NA
368280801,36,"2","11","3",3,NA,NA,89725.4335691707,NA
368400301,35,"2","11",NA,2,NA,NA,89725.4335691707,NA
368400401,60,"2","11",NA,2,NA,NA,89725.4335691707,NA
368400501,36,"1","11",NA,2,NA,NA,89725.4335691707,NA
368400701,54,"2","11",NA,1,NA,NA,89725.4335691707,NA
368470601,44,"1","8",NA,4,NA,NA,89725.4335691707,NA
368470701,41,"1","11",NA,4,NA,NA,89725.4335691707,NA
368540101,58,"2",NA,"1",1,NA,NA,89725.4335691707,NA
368540201,74,"1","6","1",3,NA,NA,89725.4335691707,NA
368540301,50,"2","6","1",4,NA,NA,89725.4335691707,NA
368540401,67,"1","1","1",5,NA,NA,89725.4335691707,NA
368540701,33,"2","6","1",4,NA,NA,89725.4335691707,NA
368620101,43,"2","9","2",6,NA,NA,89725.4335691707,NA
368620401,58,"2",NA,"2",2,NA,NA,89725.4335691707,NA
368620601,34,"2","11","2",3,NA,NA,89725.4335691707,NA
368640101,27,"2","5",NA,6,NA,NA,89725.4335691707,NA
368640201,39,"1","6",NA,5,NA,NA,89725.4335691707,NA
368640301,44,"2","7",NA,2,NA,NA,89725.4335691707,NA
368640401,35,"2","5",NA,9,NA,NA,89725.4335691707,NA
368640601,48,"1","6",NA,1,NA,NA,89725.4335691707,NA
368640701,35,"1","3",NA,4,NA,NA,89725.4335691707,NA
368700701,81,"2","9",NA,1,NA,NA,89725.4335691707,NA
368750101,65,"2","5","2",3,NA,NA,89725.4335691707,NA
368750201,89,"1","1","2",4,NA,NA,89725.4335691707,NA
368750301,47,"1","1","2",3,NA,NA,89725.4335691707,NA
368750501,46,"1","6","2",1,NA,NA,89725.4335691707,NA
368750601,64,"2","9","2",1,NA,NA,89725.4335691707,NA
368950301,48,"2","5",NA,2,NA,NA,89725.4335691707,NA
368950401,57,"1","5",NA,3,NA,NA,89725.4335691707,NA
368950601,54,"1","3",NA,1,NA,NA,89725.4335691707,NA
368950801,52,"1","5",NA,5,NA,NA,89725.4335691707,NA
369210201,49,"2","5","2",2,NA,NA,89725.4335691707,NA
369210301,30,"2","11","2",3,NA,NA,89725.4335691707,NA
369210401,31,"2","11","2",1,NA,NA,89725.4335691707,NA
369210601,72,"1","3","2",3,NA,NA,89725.4335691707,NA
369210701,42,"2","5","2",4,NA,NA,89725.4335691707,NA
369380201,72,"1","4","2",2,NA,NA,89725.4335691707,NA
369380301,39,"1","7","2",4,NA,NA,89725.4335691707,NA
369380401,41,"1","7","2",5,NA,NA,89725.4335691707,NA
369380501,25,"1","8","2",1,NA,NA,89725.4335691707,NA
369380601,36,"1","5","2",3,NA,NA,89725.4335691707,NA
369380701,53,"1","5","2",1,NA,NA,89725.4335691707,NA
369520201,35,"2","11",NA,2,NA,NA,89725.4335691707,NA
369590101,58,"2","5",NA,3,NA,NA,89725.4335691707,NA
369590301,32,"1","3",NA,4,NA,NA,89725.4335691707,NA
369590601,48,"2",NA,NA,5,NA,NA,89725.4335691707,NA
369590801,54,"1","5",NA,4,NA,NA,89725.4335691707,NA
369610101,36,"2","7","3",5,NA,NA,89725.4335691707,NA
369610401,34,"2","9","3",4,NA,NA,89725.4335691707,NA
369610601,52,"1","5","3",3,NA,NA,89725.4335691707,NA
369610701,37,"1","11","3",5,NA,NA,89725.4335691707,NA
369610801,47,"2","11","3",4,NA,NA,89725.4335691707,NA
369640101,52,"1","5","2",4,NA,NA,89725.4335691707,NA
369640301,63,"2",NA,"2",2,NA,NA,89725.4335691707,NA
369640401,54,"1","3","2",6,NA,NA,89725.4335691707,NA
369640501,25,"1","5","2",6,NA,NA,89725.4335691707,NA
369640601,50,"2","8","2",4,NA,NA,89725.4335691707,NA
369660201,61,"1","5","2",4,NA,NA,89725.4335691707,NA
369660301,41,"1","12","2",3,NA,NA,89725.4335691707,NA
369660401,31,"1","9","2",3,NA,NA,89725.4335691707,NA
369660501,58,"1","6","2",5,NA,NA,89725.4335691707,NA
369660601,31,"2","11","2",3,NA,NA,89725.4335691707,NA
369660701,31,"2","8","2",4,NA,NA,89725.4335691707,NA
369660702,66,"1","5","2",1,NA,NA,89725.4335691707,NA
369660801,75,"2","8","2",3,NA,NA,89725.4335691707,NA
369720101,38,"1","3","2",4,NA,NA,89725.4335691707,NA
369720401,91,"2","1","2",1,NA,NA,89725.4335691707,NA
369720501,62,"2","4","2",4,NA,NA,89725.4335691707,NA
369720601,63,"2",NA,"2",4,NA,NA,89725.4335691707,NA
369990301,80,"2","5",NA,2,NA,NA,89725.4335691707,NA
369990401,75,"1","8",NA,2,NA,NA,89725.4335691707,NA
370000201,56,"1","3","3",4,NA,NA,89725.4335691707,NA
370000202,46,"1","11","3",1,NA,NA,89725.4335691707,NA
370000203,72,"1","11","3",2,NA,NA,89725.4335691707,NA
370000401,46,"2","11","3",3,NA,NA,89725.4335691707,NA
370000501,72,"2","6","3",1,NA,NA,89725.4335691707,NA
370000601,56,"2","8","3",3,NA,NA,89725.4335691707,NA
370000801,51,"1","11","3",3,NA,NA,89725.4335691707,NA
370050301,36,"2","11",NA,2,NA,NA,89725.4335691707,NA
370050401,81,"2",NA,NA,1,NA,NA,89725.4335691707,NA
370050501,43,"2","6",NA,3,NA,NA,89725.4335691707,NA
370050601,65,"1","5",NA,2,NA,NA,89725.4335691707,NA
370050701,71,"1","5",NA,2,NA,NA,89725.4335691707,NA
370280101,42,"2","3","2",6,NA,NA,89725.4335691707,NA
370280201,55,"2",NA,"2",2,NA,NA,89725.4335691707,NA
370280301,22,"2","7","2",3,NA,NA,89725.4335691707,NA
370280401,32,"2","3","2",9,NA,NA,89725.4335691707,NA
370280601,24,"2","3","2",3,NA,NA,89725.4335691707,NA
370280701,66,"2","5","2",2,NA,NA,89725.4335691707,NA
370280801,37,"1","6","2",3,NA,NA,89725.4335691707,NA
370770101,57,"2","8","2",6,NA,NA,89725.4335691707,NA
370770201,27,"2","8","2",2,NA,NA,89725.4335691707,NA
370770301,34,"2","3","2",4,NA,NA,89725.4335691707,NA
370770401,89,"2","1","2",2,NA,NA,89725.4335691707,NA
370770601,42,"2","11","2",2,NA,NA,89725.4335691707,NA
370770701,56,"2","8","2",3,NA,NA,89725.4335691707,NA
370770801,57,"1",NA,"2",3,NA,NA,89725.4335691707,NA
370800101,39,"1","9",NA,4,NA,NA,89725.4335691707,NA
370800201,46,"2","8",NA,1,NA,NA,89725.4335691707,NA
370800301,34,"1","11",NA,4,NA,NA,89725.4335691707,NA
370800501,50,"1","11",NA,3,NA,NA,89725.4335691707,NA
370800601,31,"1","9",NA,2,NA,NA,89725.4335691707,NA
370800701,35,"1","11",NA,2,NA,NA,89725.4335691707,NA
370840101,65,"2","1","2",3,NA,NA,89725.4335691707,NA
370840201,46,"1","5","2",2,NA,NA,89725.4335691707,NA
370840301,78,"2","1","2",1,NA,NA,89725.4335691707,NA
370840401,82,"1",NA,"2",4,NA,NA,89725.4335691707,NA
370840501,34,"1","6","2",2,NA,NA,89725.4335691707,NA
370840601,32,"1","9","2",1,NA,NA,89725.4335691707,NA
370840701,66,"2","3","2",2,NA,NA,89725.4335691707,NA
370840801,86,"1","3","2",1,NA,NA,89725.4335691707,NA
370910101,61,"2","1","2",2,NA,NA,89725.4335691707,NA
370910201,60,"2","1","2",2,NA,NA,89725.4335691707,NA
370910301,92,"1",NA,"2",2,NA,NA,89725.4335691707,NA
370910501,45,"1","3","2",5,NA,NA,89725.4335691707,NA
371320701,89,"1","11","3",1,NA,NA,89725.4335691707,NA
371320801,57,"1","6","3",3,NA,NA,89725.4335691707,NA
371340201,61,"1","6","2",5,NA,NA,89725.4335691707,NA
371340301,68,"1","9","2",1,NA,NA,89725.4335691707,NA
371340401,34,"1","5","2",5,NA,NA,89725.4335691707,NA
371340501,28,"1","9","2",2,NA,NA,89725.4335691707,NA
371340601,65,"1",NA,"2",4,NA,NA,89725.4335691707,NA
371340701,55,"2","5","2",2,NA,NA,89725.4335691707,NA
371340801,68,"1","6","2",1,NA,NA,89725.4335691707,NA
371680201,77,"1","11","2",4,NA,NA,89725.4335691707,NA
371680301,75,"1","11","2",5,NA,NA,89725.4335691707,NA
371680401,57,"1","8","2",6,NA,NA,89725.4335691707,NA
371680501,60,"2","11","2",3,NA,NA,89725.4335691707,NA
371680601,40,"2","5","2",2,NA,NA,89725.4335691707,NA
371760201,70,"2","4","3",1,NA,NA,89725.4335691707,NA
371760301,34,"2","9","3",4,NA,NA,89725.4335691707,NA
371760701,40,"1","12","3",3,NA,NA,89725.4335691707,NA
371810401,29,"2","11",NA,2,NA,NA,89725.4335691707,NA
371810501,28,"2","11",NA,2,NA,NA,89725.4335691707,NA
371960101,66,"2","1","2",2,NA,NA,89725.4335691707,NA
371960201,39,"1",NA,"2",4,NA,NA,89725.4335691707,NA
371960301,60,"1",NA,"2",3,NA,NA,89725.4335691707,NA
371960601,55,"2","3","2",3,NA,NA,89725.4335691707,NA
371960701,44,"1",NA,"2",2,NA,NA,89725.4335691707,NA
371960801,51,"2","1","2",4,NA,NA,89725.4335691707,NA
372210201,55,"2","9",NA,2,NA,NA,89725.4335691707,NA
372210301,32,"1","11",NA,2,NA,NA,89725.4335691707,NA
372210601,34,"2","11",NA,2,NA,NA,89725.4335691707,NA
372230101,38,"2",NA,NA,1,NA,NA,89725.4335691707,NA
372230102,33,"1",NA,NA,1,NA,NA,89725.4335691707,NA
372230103,40,"1","3",NA,1,NA,NA,89725.4335691707,NA
372230201,30,"1","8",NA,1,NA,NA,89725.4335691707,NA
372230301,56,"2","11",NA,1,NA,NA,89725.4335691707,NA
372230401,26,"1",NA,NA,3,NA,NA,89725.4335691707,NA
372230402,74,"2","1",NA,2,NA,NA,89725.4335691707,NA
372230501,79,"1","3",NA,2,NA,NA,89725.4335691707,NA
372230601,48,"1","3",NA,2,NA,NA,89725.4335691707,NA
372230701,23,"2","5",NA,2,NA,NA,89725.4335691707,NA
372230801,64,"1","3",NA,3,NA,NA,89725.4335691707,NA
372230802,37,"1","3",NA,2,NA,NA,89725.4335691707,NA
372270201,66,"1",NA,NA,2,NA,NA,89725.4335691707,NA
372270301,31,"2","11",NA,4,NA,NA,89725.4335691707,NA
372270501,92,"1","3",NA,3,NA,NA,89725.4335691707,NA
372270601,82,"1","4",NA,2,NA,NA,89725.4335691707,NA
372350101,72,"1","7","2",2,NA,NA,89725.4335691707,NA
372470201,31,"2","11",NA,4,NA,NA,89725.4335691707,NA
372470401,57,"1","11",NA,4,NA,NA,89725.4335691707,NA
372470501,56,"2","11",NA,3,NA,NA,89725.4335691707,NA
372470601,64,"2","11",NA,2,NA,NA,89725.4335691707,NA
372470701,57,"1","8",NA,5,NA,NA,89725.4335691707,NA
372580101,85,"2","1","1",1,NA,NA,89725.4335691707,NA
372580301,41,"1","3","1",4,NA,NA,89725.4335691707,NA
372580401,25,"2","1","1",4,NA,NA,89725.4335691707,NA
372580501,76,"1",NA,"1",1,NA,NA,89725.4335691707,NA
372580701,63,"2",NA,"1",1,NA,NA,89725.4335691707,NA
372580801,57,"2","3","1",3,NA,NA,89725.4335691707,NA
372730101,51,"2","6",NA,3,NA,NA,89725.4335691707,NA
372730301,56,"1","11",NA,3,NA,NA,89725.4335691707,NA
372730401,61,"2","4",NA,2,NA,NA,89725.4335691707,NA
372730601,34,"2","5",NA,3,NA,NA,89725.4335691707,NA
372730701,32,"2","11",NA,1,NA,NA,89725.4335691707,NA
372730801,36,"1","11",NA,3,NA,NA,89725.4335691707,NA
372820101,31,"1","11","3",3,NA,NA,89725.4335691707,NA
373050501,44,"1","12","3",5,NA,NA,89725.4335691707,NA
373050701,60,"2","11","3",4,NA,NA,89725.4335691707,NA
373310201,35,"1","8","3",4,NA,NA,89725.4335691707,NA
373310401,52,"2","6","3",3,NA,NA,89725.4335691707,NA
373310501,38,"2","11","3",3,NA,NA,89725.4335691707,NA
373310601,66,"1","8","3",3,NA,NA,89725.4335691707,NA
373400201,48,"1","6",NA,1,NA,NA,89725.4335691707,NA
373400301,45,"2","9",NA,4,NA,NA,89725.4335691707,NA
373400401,69,"2","5",NA,2,NA,NA,89725.4335691707,NA
373400601,59,"2",NA,NA,1,NA,NA,89725.4335691707,NA
373400801,52,"2","4",NA,4,NA,NA,89725.4335691707,NA
373500201,41,"2","11",NA,3,NA,NA,89725.4335691707,NA
373500601,51,"1","11",NA,2,NA,NA,89725.4335691707,NA
373540101,54,"2","8",NA,4,NA,NA,89725.4335691707,NA
373540201,73,"2","6",NA,1,NA,NA,89725.4335691707,NA
373540301,56,"2","1",NA,2,NA,NA,89725.4335691707,NA
373540401,53,"2","1",NA,4,NA,NA,89725.4335691707,NA
373540701,61,"2","11",NA,3,NA,NA,89725.4335691707,NA
373540801,74,"2","3",NA,1,NA,NA,89725.4335691707,NA
373890101,77,"1","5","3",3,NA,NA,89725.4335691707,NA
373890401,32,"1","12","3",2,NA,NA,89725.4335691707,NA
373890501,61,"2","11","3",1,NA,NA,89725.4335691707,NA
373890601,36,"1","11","3",3,NA,NA,89725.4335691707,NA
373890701,67,"2","9","3",1,NA,NA,89725.4335691707,NA
374080101,58,"1","1","1",3,NA,NA,89725.4335691707,NA
374080201,73,"1","1","1",1,NA,NA,89725.4335691707,NA
374080301,70,"1",NA,"1",3,NA,NA,89725.4335691707,NA
374080801,59,"1","3","1",2,NA,NA,89725.4335691707,NA
374250101,29,"1","9",NA,2,NA,NA,89725.4335691707,NA
374250201,36,"1","11",NA,1,NA,NA,89725.4335691707,NA
374250301,59,"1","8",NA,1,NA,NA,89725.4335691707,NA
374250401,54,"1","6",NA,4,NA,NA,89725.4335691707,NA
374250501,38,"2","5",NA,3,NA,NA,89725.4335691707,NA
374250601,38,"1","11",NA,1,NA,NA,89725.4335691707,NA
374250701,30,"1","5",NA,4,NA,NA,89725.4335691707,NA
374250801,33,"2","8",NA,4,NA,NA,89725.4335691707,NA
374380501,49,"1","8","1",3,NA,NA,89725.4335691707,NA
374380601,59,"2","5","1",2,NA,NA,89725.4335691707,NA
374380801,38,"2","12","1",4,NA,NA,89725.4335691707,NA
375020201,28,"2","1","2",3,NA,NA,89725.4335691707,NA
375020202,37,"2","1","2",3,NA,NA,89725.4335691707,NA
375020301,50,"2","4","2",2,NA,NA,89725.4335691707,NA
375020601,34,"1","3","2",4,NA,NA,89725.4335691707,NA
375020701,57,"1","5","2",2,NA,NA,89725.4335691707,NA
375020702,40,"1","3","2",3,NA,NA,89725.4335691707,NA
375050101,64,"1","3",NA,3,NA,NA,89725.4335691707,NA
375050201,23,"1","3",NA,3,NA,NA,89725.4335691707,NA
375050401,26,"1","6",NA,2,NA,NA,89725.4335691707,NA
375050501,63,"1","1",NA,3,NA,NA,89725.4335691707,NA
375130301,58,"2","5","2",4,NA,NA,89725.4335691707,NA
375130601,29,"2","7","2",2,NA,NA,89725.4335691707,NA
375130701,25,"2",NA,"2",5,NA,NA,89725.4335691707,NA
375130801,52,"2","3","2",1,NA,NA,89725.4335691707,NA
375170101,54,"2","6",NA,2,NA,NA,89725.4335691707,NA
375170201,83,"2",NA,NA,2,NA,NA,89725.4335691707,NA
375170401,44,"2","5",NA,5,NA,NA,89725.4335691707,NA
375170501,50,"1","7",NA,4,NA,NA,89725.4335691707,NA
375170601,40,"2","11",NA,5,NA,NA,89725.4335691707,NA
375170701,62,"1","11",NA,3,NA,NA,89725.4335691707,NA
375170801,38,"2","6",NA,3,NA,NA,89725.4335691707,NA
375210101,37,"2","11",NA,3,NA,NA,89725.4335691707,NA
375210801,50,"1","6",NA,1,NA,NA,89725.4335691707,NA
375630501,21,"2","9","3",1,NA,NA,89725.4335691707,NA
375630502,24,"1","9","3",1,NA,NA,89725.4335691707,NA
375870101,69,"2","1",NA,3,NA,NA,89725.4335691707,NA
375870201,59,"2","5",NA,3,NA,NA,89725.4335691707,NA
375870301,64,"2",NA,NA,4,NA,NA,89725.4335691707,NA
375870401,49,"2","1",NA,3,NA,NA,89725.4335691707,NA
375870501,72,"1","1",NA,3,NA,NA,89725.4335691707,NA
375870601,38,"2","6",NA,3,NA,NA,89725.4335691707,NA
375870701,71,"2","3",NA,2,NA,NA,89725.4335691707,NA
375870801,59,"2","5",NA,5,NA,NA,89725.4335691707,NA
375970301,35,"1","6","3",1,NA,NA,89725.4335691707,NA
375970501,47,"2","5","3",1,NA,NA,89725.4335691707,NA
375970601,43,"2","11","3",2,NA,NA,89725.4335691707,NA
375970701,36,"2","8","3",3,NA,NA,89725.4335691707,NA
375970801,30,"2","5","3",3,NA,NA,89725.4335691707,NA
376420101,30,"2","11","3",2,NA,NA,89725.4335691707,NA
376420201,63,"2","11","3",1,NA,NA,89725.4335691707,NA
376420401,75,"1","5","3",2,NA,NA,89725.4335691707,NA
376420601,60,"2","10","3",2,NA,NA,89725.4335691707,NA
376560101,23,"1","9","3",1,NA,NA,89725.4335691707,NA
376560201,54,"2","9","3",2,NA,NA,89725.4335691707,NA
376560301,53,"1","9","3",3,NA,NA,89725.4335691707,NA
376560401,72,"2","6","3",1,NA,NA,89725.4335691707,NA
376560601,36,"1","11","3",3,NA,NA,89725.4335691707,NA
376560701,69,"1","11","3",4,NA,NA,89725.4335691707,NA
376650101,40,"2","3",NA,5,NA,NA,89725.4335691707,NA
376650201,82,"2",NA,NA,1,NA,NA,89725.4335691707,NA
376650301,53,"2","5",NA,3,NA,NA,89725.4335691707,NA
376650401,70,"1",NA,NA,2,NA,NA,89725.4335691707,NA
376650501,58,"1","5",NA,4,NA,NA,89725.4335691707,NA
376650601,54,"2","6",NA,2,NA,NA,89725.4335691707,NA
376650701,84,"1",NA,NA,2,NA,NA,89725.4335691707,NA
376650801,48,"2","9",NA,5,NA,NA,89725.4335691707,NA
376710101,62,"1","7",NA,2,NA,NA,89725.4335691707,NA
376710601,58,"2","8",NA,3,NA,NA,89725.4335691707,NA
376710701,68,"2","12",NA,2,NA,NA,89725.4335691707,NA
376790101,40,"2","11","3",4,NA,NA,89725.4335691707,NA
376790301,49,"1","6","3",4,NA,NA,89725.4335691707,NA
376790501,51,"1","9","3",4,NA,NA,89725.4335691707,NA
377050401,26,"2","9",NA,1,NA,NA,89725.4335691707,NA
377130201,63,"1","6","3",4,NA,NA,89725.4335691707,NA
377130202,80,"2","1","3",1,NA,NA,89725.4335691707,NA
377130701,48,"1","6","3",2,NA,NA,89725.4335691707,NA
377350101,40,"2","6","3",4,NA,NA,89725.4335691707,NA
377350201,59,"2","9","3",4,NA,NA,89725.4335691707,NA
377350301,67,"2","11","3",2,NA,NA,89725.4335691707,NA
377350401,34,"2","8","3",5,NA,NA,89725.4335691707,NA
377350501,39,"1","11","3",3,NA,NA,89725.4335691707,NA
377350701,28,"1","11","3",2,NA,NA,89725.4335691707,NA
377350801,63,"1","11","3",5,NA,NA,89725.4335691707,NA
377420201,21,"1","7",NA,2,NA,NA,89725.4335691707,NA
377420401,59,"1","6",NA,4,NA,NA,89725.4335691707,NA
377420501,44,"2","6",NA,2,NA,NA,89725.4335691707,NA
377420601,70,"1","6",NA,2,NA,NA,89725.4335691707,NA
377420701,60,"1","4",NA,3,NA,NA,89725.4335691707,NA
377660101,59,"2",NA,NA,5,NA,NA,89725.4335691707,NA
377660201,64,"1","6",NA,4,NA,NA,89725.4335691707,NA
377660301,59,"1","5",NA,2,NA,NA,89725.4335691707,NA
377660401,68,"2","11",NA,4,NA,NA,89725.4335691707,NA
377660601,89,"1","3",NA,2,NA,NA,89725.4335691707,NA
377660701,60,"2","8",NA,2,NA,NA,89725.4335691707,NA
377660801,91,"2","6",NA,1,NA,NA,89725.4335691707,NA
377700101,64,"1","3",NA,2,NA,NA,89725.4335691707,NA
377700201,51,"1","11",NA,4,NA,NA,89725.4335691707,NA
377700301,47,"1","5",NA,4,NA,NA,89725.4335691707,NA
377700401,41,"2","5",NA,3,NA,NA,89725.4335691707,NA
377700501,37,"1","6",NA,1,NA,NA,89725.4335691707,NA
377700601,56,"1","1",NA,3,NA,NA,89725.4335691707,NA
377700701,46,"1","7",NA,3,NA,NA,89725.4335691707,NA
377700801,33,"1","11",NA,3,NA,NA,89725.4335691707,NA
377810101,32,"1","11",NA,2,NA,NA,89725.4335691707,NA
377810701,41,"2","11",NA,1,NA,NA,89725.4335691707,NA
377810801,30,"1","9",NA,2,NA,NA,89725.4335691707,NA
377970101,51,"1","8","2",1,NA,NA,89725.4335691707,NA
377970201,60,"2","6","2",3,NA,NA,89725.4335691707,NA
377970301,54,"1","3","2",5,NA,NA,89725.4335691707,NA
377970302,33,"2","3","2",7,NA,NA,89725.4335691707,NA
377970401,50,"2","9","2",2,NA,NA,89725.4335691707,NA
377970501,53,"1","5","2",2,NA,NA,89725.4335691707,NA
377970601,60,"1","11","2",4,NA,NA,89725.4335691707,NA
377970801,51,"1","5","2",4,NA,NA,89725.4335691707,NA
378390101,60,"1","8","2",2,NA,NA,89725.4335691707,NA
378390301,61,"2","3","2",1,NA,NA,89725.4335691707,NA
