"geocodigo","comuna_cod","pob_zona","pob_comuna","n_personas","prob_media","prob_suma","n_consumidores","prop_jovenes","prop_adultos","prop_universitarios","gasto_total","gasto_medio","peso_zona","demanda_prob_zona","demanda_gasto_zona"
"13101111012","13101",4104,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0101459844991903,6.77712250665703,472514.236492286
"13101111013","13101",3191,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00788884905870283,5.26944393731545,367395.937779456
"13101111014","13101",1894,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00468238173525013,3.12764864220478,218065.780681382
"13101111015","13101",2747,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00679118406902434,4.53624647314495,316275.976521518
"13101111016","13101",2452,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0060618796276839,4.04909950933797,282311.137397438
"13101111017","13101",1798,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00444504876450883,2.96911946076251,207012.816085071
"13101111018","13101",2724,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00673432304478424,4.4982655234244,313627.870420319
"13101111019","13101",2430,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00600749082188902,4.01276990525745,279778.166344117
"13101121001","13101",2320,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00573554679291462,3.83112188485485,267113.311077511
"13101121002","13101",1774,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00438571552182351,2.92948716540194,204249.574935993
"13101121003","13101",2011,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00497163129334108,3.32085608208755,231536.581283135
"13101121004","13101",4425,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0109395666201066,7.30720445710462,509472.586861201
"13101121005","13101",2095,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00517929764273971,3.45956911584953,241207.925304907
"13101121006","13101",3272,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00808909875276579,5.40320293415736,376721.876657593
"13101121007","13101",3067,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00758229397149532,5.06467707795251,353119.191842554
"13101121008","13101",4682,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0115749267605286,7.7316002865907,539062.294165907
"13101121009","13101",4441,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0109791221152301,7.333625987345,511314.747627252
"13101131001","13101",1811,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00447718760429672,2.99058695408282,208509.571707488
"13101131002","13101",1759,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00434863224514518,2.90471698080159,202522.54921782
"13101131003","13101",3953,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00977267951396185,6.52776931501346,455128.844262672
"13101131004","13101",2442,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00603715744323168,4.03258605293774,281159.786918656
"13101131005","13101",3683,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00910518053375196,6.08190599220708,424042.381335548
"13101131006","13101",2197,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00543146392415234,3.62800637113194,252951.700188488
"13101131007","13101",2952,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00729798885029481,4.87477232934979,339878.661336557
"13101131008","13101",3025,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00747846079679601,4.99532056107152,348283.519831668
"13101131009","13101",3631,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00897662517460043,5.99603601892585,418055.35884588
"13101141001","13101",4373,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.010811011260955,7.22133448382339,503485.564371532
"13101141002","13101",3048,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00753532182103611,5.03330151079206,350931.625932868
"13101141003","13101",4067,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0100545124167171,6.71602271797616,468254.239720792
"13101151001","13101",4797,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0118592318817291,7.92150503519342,552302.824671905
"13101151002","13101",3915,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00967873521304342,6.46501818069256,450753.712443299
"13101151003","13101",3644,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00900876401438831,6.01750351224616,419552.114468297
"13101151004","13101",2038,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00503838119136207,3.36544241436818,234645.227575848
"13101161001","13101",2637,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00651924004004994,4.35459845274235,303611.121254912
"13101161002","13101",5341,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0132041187159297,8.81983706336628,614936.290717666
"13101161003","13101",5331,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0131793965314775,8.80332360696604,613784.940238884
"13101171001","13101",5638,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0139383675941606,9.3102867184533,649131.399937502
"13101171002","13101",3663,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00905573616484753,6.04887907940661,421739.680377984
"13101171003","13101",2555,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00631651812754175,4.21918811026041,294170.047328897
"13101181001","13101",4270,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0105563727610972,7.05124588290096,491626.654440074
"13101181002","13101",4060,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0100372068876006,6.70446329849599,467448.294385644
"13101191001","13101",4915,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0121509536582652,8.11636382071621,565888.760321537
"13101191002","13101",4779,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0118147319497151,7.89178081367299,550230.393810097
"13101191003","13101",5562,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0137504789923238,9.1847844498115,640381.136298756
"13101201001","13101",2913,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00720157233093116,4.81036984938887,335388.394469306
"13101201002","13101",1962,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00485049258952521,3.23994014572639,225894.963937102
"13101201003","13101",3074,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00759959950061187,5.07623649743268,353925.137177702
"13101211001","13101",4152,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.010264650984561,6.85638709737817,478040.718790442
"13101211002","13101",3400,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00840554271375419,5.61457517608039,391459.162786007
"13101221001","13101",11031,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0272710416692419,18.2159937551008,1270054.71314484
"13101231001","13101",3535,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00873929220385913,5.83750683748358,407002.394249569
"13101241001","13101",3419,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0084525148642134,5.64595074324084,393646.728695694
"13101241002","13101",4827,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0119333984350857,7.97104540439412,555756.876108252
"13101251001","13101",5150,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0127319249928924,8.50443004612176,592945.496572923
"13101261001","13101",2915,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0072065167678216,4.81367254066892,335618.664565062
"13101271001","13101",3997,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00988145712555161,6.6004285231745,460194.786369315
"13101271002","13101",3472,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00858354244181016,5.73347206216209,399748.88623324
"13101271003","13101",3410,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.0084302648982064,5.63108863248062,392610.51326479
"13101271004","13101",3814,404495,1503,0.444418532708825,667.961054661364,909,0.294078509647372,0.236859614105123,0.497671324018629,46571551.1915076,51233.8296936278,0.00942904115007602,6.29823227105017,439125.072607597
