"geocodigo","nom_comuna","urbano","comuna_cod","pob_zona","pob_comuna","n_personas","prob_media","prob_suma","n_consumidores","prop_jovenes","prop_adultos","prop_universitarios","gasto_total","gasto_medio","peso_zona","demanda_prob_zona.x","demanda_gasto_zona","demanda_prob_zona.y","oferta_n","demanda_x_local","demanda_cat","oferta_cat","categoria_do"
"13120081002","ÑUÑOA",1,"13120",2991,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0143634416554215,7.88547165060388,735011.754268838,7.88547165060388,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13120061004","ÑUÑOA",1,"13120",3017,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0144882993896378,7.95401804408957,741401.023948206,7.95401804408957,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13120081004","ÑUÑOA",1,"13120",2713,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0130284243434164,7.15255252025688,666695.716927903,7.15255252025688,3,2.38418417341896,"Alta","Alta","Alta demanda / Alta oferta"
"13120071007","ÑUÑOA",1,"13120",2289,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0109922828315813,6.03471902649023,562501.472925901,6.03471902649023,18,0.335262168138346,"Alta","Alta","Alta demanda / Alta oferta"
"13120011006","ÑUÑOA",1,"13120",4378,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0210241215538065,11.5421581030905,1075854.71754897,11.5421581030905,65,0.17757166312447,"Alta","Alta","Alta demanda / Alta oferta"
"13120011009","ÑUÑOA",1,"13120",3507,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0168413874575604,9.24585392131989,861814.183290142,9.24585392131989,38,0.243311945297892,"Alta","Alta","Alta demanda / Alta oferta"
"13120091001","ÑUÑOA",1,"13120",5061,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0243040381872578,13.3428191319646,1243695.91720314,13.3428191319646,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13120031003","ÑUÑOA",1,"13120",2757,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0132397220474748,7.26855410923266,677508.327154525,7.26855410923266,6,1.21142568487211,"Alta","Alta","Alta demanda / Alta oferta"
"13120111007","ÑUÑOA",1,"13120",3001,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0144114638608893,7.91183564809838,737469.165683979,7.91183564809838,15,0.527455709873225,"Alta","Alta","Alta demanda / Alta oferta"
"13120071001","ÑUÑOA",1,"13120",2247,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0107905895686165,5.92399023701335,552180.344982306,5.92399023701335,2,2.96199511850667,"Baja","Alta","Baja demanda / Alta oferta"
"13120101001","ÑUÑOA",1,"13120",2672,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0128315333009984,7.04446013052944,656620.330125822,7.04446013052944,17,0.414380007678203,"Alta","Alta","Alta demanda / Alta oferta"
"13120101004","ÑUÑOA",1,"13120",3389,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.0162747254330402,8.93475875088484,832816.728591471,8.93475875088484,11,0.812250795534985,"Alta","Alta","Alta demanda / Alta oferta"
"13120111004","ÑUÑOA",1,"13120",3545,208237,1019,0.538759543303381,548.995974626145,776,0.212953876349362,0.267909715407262,0.680078508341511,51172398.0854831,65943.8119658287,0.017023871838338,9.34603711179898,871152.346667679,9.34603711179898,40,0.233650927794975,"Alta","Alta","Alta demanda / Alta oferta"
"13123011008","PROVIDENCIA",1,"13123",1660,142079,890,0.600100532423786,534.08947385717,777,0.247191011235955,0.238202247191011,0.780898876404494,65151071.0164854,83849.5122477289,0.0116836407913907,6.24010956301003,761201.710931001,6.24010956301003,13,0.480008427923848,"Alta","Alta","Alta demanda / Alta oferta"
"13123041009","PROVIDENCIA",1,"13123",3338,142079,890,0.600100532423786,534.08947385717,777,0.247191011235955,0.238202247191011,0.780898876404494,65151071.0164854,83849.5122477289,0.0234939716636519,12.5478829646551,1530657.41631788,12.5478829646551,9,1.39420921829501,"Alta","Alta","Alta demanda / Alta oferta"
"13129061003","SAN JOAQUÍN",1,"13129",3683,94492,533,0.359172454258464,191.438918119761,194,0.24765478424015,0.273921200750469,0.266416510318949,8068280.78411978,41589.076206803,0.0389768446006011,7.46168496206113,314476.126316653,7.46168496206113,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
"13123041006","PROVIDENCIA",1,"13123",2704,142079,890,0.600100532423786,534.08947385717,777,0.247191011235955,0.238202247191011,0.780898876404494,65151071.0164854,83849.5122477289,0.0190316654818798,10.1646122038428,1239933.38937194,10.1646122038428,0,NA,"Alta","Baja","Alta demanda / Baja oferta"
