"geocodigo","oferta_n","oferta_restaurant","oferta_fastfood","oferta_cafe","pob_zona","oferta_x1000hab"
"13124061016",5,1,0,0,2866,1.74459176552687
"13124061017",0,0,0,0,4214,0
"13124061019",0,0,0,0,2901,0
"13124061024",0,0,0,0,4680,0
"13119201010",1,1,0,0,3872,0.258264462809917
"13124061012",1,0,1,0,4669,0.214178624973228
"13124061023",0,0,0,0,3480,0
"13124061022",1,1,0,0,5067,0.197355437142293
"13113031002",1,0,1,0,2396,0.417362270450751
"13124061007",0,0,0,0,3297,0
"13124061021",5,1,0,0,3557,1.40567894292943
"13124061011",0,0,0,0,3480,0
"13124061008",0,0,0,0,3295,0
"13124061010",0,0,0,0,4270,0
"13124061009",0,0,0,0,4538,0
"13124061020",15,1,2,0,4386,3.41997264021888
"13124021005",2,2,0,0,3641,0.549299642955232
"13124021002",1,1,0,0,4179,0.239291696578129
"13119201004",17,4,0,0,4568,3.7215411558669
"13124061001",6,2,0,0,4416,1.35869565217391
"13124061013",0,0,0,0,5103,0
"13113051003",19,8,4,3,3589,5.29395374756199
"13124071002",0,0,0,0,5609,0
"13113051001",0,0,0,0,3216,0
"13113031004",12,2,2,0,2382,5.03778337531486
"13128061001",5,1,0,0,2261,2.21141088014153
"13113031001",62,12,1,0,3871,16.0165331955567
"13113031003",142,16,7,3,4243,33.4668866368136
"13114121007",0,0,0,0,3376,0
"13113061002",1,0,1,0,4854,0.206015657189946
"13113051004",0,0,0,0,3444,0
"13113021001",11,1,1,1,2057,5.3475935828877
"13113041004",1,0,0,1,2897,0.345184673800483
"13113041001",0,0,0,0,2300,0
"13114111004",31,5,6,4,2945,10.5263157894737
"13113071004",3,0,0,3,2128,1.40977443609023
"13113051002",13,1,4,0,4084,3.18315377081293
"13113041003",9,4,1,0,3037,2.96345077378992
"13113061003",1,1,0,0,907,1.10253583241455
"13114121004",13,0,1,2,2215,5.86907449209932
"13113041002",1,0,0,1,2624,0.38109756097561
"13113021003",16,3,1,0,2061,7.76322173702086
"13113021002",19,4,8,3,2253,8.43320017754106
"13113071001",7,3,0,0,4184,1.67304015296367
"13113071002",22,4,4,0,5322,4.13378429161969
"13113071003",0,0,0,0,4722,0
"13113071006",0,0,0,0,4086,0
"13113011001",3,3,0,0,2242,1.33809099018733
"13113011004",23,4,1,0,3667,6.2721570766294
"13113011002",0,0,0,0,2061,0
"13114091001",10,4,1,1,3551,2.81610813855252
"13113011003",0,0,0,0,3349,0
"13113071005",0,0,0,0,4987,0
"13113061001",4,1,3,0,5715,0.699912510936133
"13114041001",13,8,3,2,4788,2.71512113617377
"13114021001",0,0,0,0,3851,0
"13114041003",17,8,7,2,6315,2.69200316706255
"13114031001",15,6,4,1,2984,5.02680965147453
"13114161002",0,0,0,0,2250,0
"13114151003",12,3,6,3,4675,2.5668449197861
"13114021002",31,22,3,2,3987,7.77526962628543
"13114041002",5,4,0,1,5015,0.997008973080758
"13114161001",3,1,2,0,3820,0.785340314136126
"13114161003",1,1,0,0,4475,0.223463687150838
"13114031002",4,2,2,0,2884,1.3869625520111
"13114011002",1,0,0,1,4031,0.248077400148846
"13114161004",3,1,0,2,4046,0.74147305981216
"13114031006",6,2,3,1,2483,2.41643173580346
"13114071003",0,0,0,0,4105,0
"13114011009",0,0,0,0,3665,0
"13114131001",1,1,0,0,2297,0.43535045711798
"13114011004",9,5,1,3,1386,6.49350649350649
"13114071001",1,1,0,0,5419,0.184535892231039
"13114051003",4,1,2,1,2838,1.40944326990839
"13114061001",31,12,6,5,3652,8.48849945235487
"13114051004",4,3,1,0,3036,1.31752305665349
"13114011007",15,4,7,4,2731,5.49249359209081
"13114061002",17,2,2,0,3141,5.41228907991086
"13114111003",1,0,0,1,3878,0.257864878803507
"13114111006",12,1,7,4,3072,3.90625
"13114131003",14,2,5,3,2101,6.66349357448834
"13114101001",11,4,3,0,3895,2.82413350449294
"13114051002",21,4,4,1,4211,4.98693896936595
"13114131004",1,0,0,1,2684,0.3725782414307
"13114131006",12,2,1,3,3333,3.6003600360036
"13114111001",0,0,0,0,3428,0
"13114111005",0,0,0,0,2721,0
"13114131007",23,3,7,4,2764,8.32127351664255
"13114141001",0,0,0,0,5711,0
"13114081005",1,1,0,0,3140,0.318471337579618
"13114101004",9,0,5,0,4361,2.06374684705343
"13114131008",64,6,2,10,2919,21.9253168893457
"13114101005",6,1,0,0,4812,1.24688279301746
"13114121001",13,0,0,1,3193,4.07140620106483
"13114091003",6,1,0,1,4011,1.49588631264024
"13114141004",0,0,0,0,3190,0
"13119081001",18,4,1,0,3136,5.73979591836735
"13114121005",4,3,0,1,3392,1.17924528301887
"13114091002",12,7,1,0,3977,3.01734976112648
"13114121006",0,0,0,0,2714,0
"13114121002",0,0,0,0,3708,0
"13114141003",1,0,0,1,6260,0.159744408945687
"13114011005",2,2,0,0,2220,0.900900900900901
"13114021004",0,0,0,0,3885,0
"13114021003",2,1,1,0,2600,0.769230769230769
"13114031005",1,1,0,0,2984,0.335120643431635
"13114031003",14,5,0,1,3432,4.07925407925408
"13114031004",16,3,0,3,2963,5.39993250084374
"13114071002",0,0,0,0,4397,0
"13114081003",4,0,3,1,3899,1.02590407796871
"13101271003",19,8,2,0,3410,5.57184750733138
"13114081001",2,2,0,0,3379,0.591891092039065
"13114081004",0,0,0,0,4108,0
"13114091004",4,2,0,2,4121,0.970638194612958
"13114101003",0,0,0,0,3748,0
"13114111002",9,1,0,0,3739,2.40706071142017
"13114111007",4,1,1,2,2915,1.37221269296741
"13114121003",1,0,1,0,3321,0.301114122252334
"13114131005",63,17,3,10,3310,19.0332326283988
"13114151001",3,0,2,1,7115,0.421644413211525
"13114011003",42,18,11,13,3176,13.2241813602015
"13119071005",0,0,0,0,4564,0
"13114011008",0,0,0,0,3909,0
"13114011006",2,1,1,0,1775,1.12676056338028
"13114011001",55,29,14,6,3999,13.7534383595899
"13114081002",0,0,0,0,3870,0
"13114101002",2,1,0,1,3481,0.57454754380925
"13132041007",0,0,0,0,4000,0
"13132041002",7,1,0,0,3131,2.23570744171191
"13114131009",70,15,17,18,2501,27.9888044782087
"13114131010",70,19,0,6,2364,29.6108291032149
"13114131002",0,0,0,0,1890,0
"13114151002",7,2,3,2,5370,1.30353817504655
"13114071004",7,0,1,2,6609,1.05916174912997
"13132041005",18,3,3,1,3257,5.52655818237642
"13132041008",13,4,0,1,3448,3.77030162412993
"13132021003",23,12,1,4,4013,5.73137303762771
"13132041001",30,6,4,0,3520,8.52272727272727
"13132041006",27,5,3,1,2726,9.9046221570066
"13132021001",2,2,0,0,2281,0.876808417360807
"13132011006",4,1,1,2,2090,1.91387559808612
"13132021005",24,2,2,2,4191,5.72655690765927
"13132021007",10,0,0,2,3156,3.16856780735108
"13132051003",4,2,1,1,2767,1.44560896277557
"13132011001",130,20,0,8,2673,48.6344930789375
"13132051001",54,9,3,1,3030,17.8217821782178
"13132031003",1,0,0,1,NA,NA
"13132021004",32,10,0,4,3068,10.4302477183833
"13132011003",118,19,2,3,3373,34.9836940409131
"13132021002",24,4,0,0,3344,7.17703349282297
"13132011005",2,0,0,2,2708,0.738552437223043
"13132011002",68,20,1,5,2441,27.8574354772634
"13132021006",20,4,2,2,4388,4.55788514129444
"13132041004",5,0,0,1,3924,1.27420998980632
"13132031002",6,2,2,2,5650,1.06194690265487
"13132031001",2,0,2,0,5187,0.385579332947754
"13132051002",78,13,1,3,3011,25.9050149452009
"13120071002",18,3,1,4,3955,4.551201011378
"13115011010",0,0,0,0,8155,0
"13115041003",1,0,1,0,4505,0.221975582685905
"13115041004",0,0,0,0,6675,0
"13117021004",0,0,0,0,3461,0
"13115041001",6,4,2,0,5275,1.13744075829384
"13115021004",2,1,1,0,1240,1.61290322580645
"13115011004",23,5,13,5,5076,4.5311268715524
"13115011003",14,3,3,0,2801,4.9982149232417
"13115011006",1,0,0,1,4823,0.207339829981339
"13115041002",8,5,3,0,3665,2.18281036834925
"13132011004",21,3,0,2,1871,11.2239444147515
"13115021003",4,2,2,0,4030,0.992555831265509
"13117011004",0,0,0,0,2754,0
"13117041003",2,1,1,0,3909,0.511639805576874
"13115011002",4,1,2,1,3910,1.0230179028133
"13115011012",2,2,0,0,5638,0.354735721887194
"13115021002",0,0,0,0,5058,0
"13117021001",0,0,0,0,3017,0
"13115011001",19,7,0,3,5242,3.62457077451354
"13115011009",8,1,6,1,4404,1.81653042688465
"13115011005",36,8,7,3,2451,14.68788249694
"13117011003",0,0,0,0,3356,0
"13117061001",0,0,0,0,2850,0
"13117011002",9,3,1,0,3864,2.32919254658385
"13117021002",1,1,0,0,2181,0.458505272810637
"13117021005",0,0,0,0,3922,0
"13117061003",0,0,0,0,1834,0
"13117011001",3,3,0,0,3432,0.874125874125874
"13117021003",0,0,0,0,3091,0
"13117031006",0,0,0,0,2450,0
"13117061002",0,0,0,0,3328,0
"13117031002",6,2,0,0,2303,2.60529743812419
"13117031003",0,0,0,0,2485,0
"13117071003",0,0,0,0,2736,0
"13117051002",0,0,0,0,4026,0
"13117071004",0,0,0,0,2836,0
"13117051004",0,0,0,0,4012,0
"13117051001",0,0,0,0,4222,0
"13117031004",6,0,1,1,2738,2.19138056975895
"13117031001",0,0,0,0,4081,0
"13117031005",0,0,0,0,3205,0
"13117051003",1,1,0,0,3431,0.29146021568056
"13117041002",0,0,0,0,2703,0
"13117041001",7,0,3,0,4241,1.65055411459561
"13117041004",1,0,1,0,3104,0.322164948453608
"13117041005",4,0,3,1,2811,1.42298114549982
"13117071002",0,0,0,0,2370,0
"13117071001",0,0,0,0,1148,0
"13126021001",0,0,0,0,4199,0
"13126091003",6,1,0,0,2143,2.79981334577695
"13126091001",1,1,0,0,2725,0.36697247706422
"13126061004",0,0,0,0,3575,0
"13126021003",2,0,2,0,2915,0.686106346483705
"13126091002",1,1,0,0,4283,0.233481204763017
"13126061001",0,0,0,0,4535,0
"13126091004",1,1,0,0,3962,0.252397778899546
"13126081001",13,2,1,0,5822,2.23290965304019
"13126021002",0,0,0,0,3154,0
"13126021005",5,1,0,0,2553,1.95848021934978
"13126021004",0,0,0,0,2809,0
"13126041001",3,2,1,0,4146,0.723589001447178
"13126021006",0,0,0,0,127,0
"13126011001",8,3,0,0,3474,2.3028209556707
"13126041002",1,1,0,0,2166,0.461680517082179
"13126011002",13,2,0,0,3404,3.81903642773208
"13126081003",7,3,0,0,5206,1.34460238186708
"13126011003",18,7,0,0,2084,8.63723608445298
"13126031003",0,0,0,0,4508,0
"13126071001",4,4,0,0,4914,0.814000814000814
"13126071002",22,4,1,1,3743,5.87763825808175
"13126061002",13,3,0,0,4638,2.80293229840448
"13126031002",12,4,0,0,4647,2.5823111684958
"13126061003",0,0,0,0,2457,0
"13126051002",6,2,0,0,5460,1.0989010989011
"13126051001",1,1,0,0,5742,0.17415534656914
"13126031001",1,1,0,0,5396,0.185322461082283
"13119211001",10,2,0,0,3548,2.8184892897407
"13126081002",2,2,0,0,4997,0.400240144086452
"13119201009",1,0,1,0,5253,0.190367409099562
"13119201006",0,0,0,0,4449,0
"13119201007",0,0,0,0,4461,0
"13119201001",0,0,0,0,3774,0
"13119201008",5,1,0,0,5118,0.976944118796405
"13119221001",0,0,0,0,2850,0
"13119201011",11,1,2,0,4308,2.55338904363974
"13119211002",0,0,0,0,2294,0
"13119221002",2,2,0,0,3571,0.560067208064968
"13119221003",6,1,0,0,4028,1.48957298907646
"13119201003",0,0,0,0,3958,0
"13119211003",3,2,1,0,4464,0.672043010752688
"13119141012",1,1,0,0,2712,0.368731563421829
"13119221004",0,0,0,0,3282,0
"13119021010",6,1,1,0,5100,1.17647058823529
"13119201005",15,4,5,2,2638,5.68612585291888
"13119071008",0,0,0,0,4420,0
"13119211004",0,0,0,0,3112,0
"13119121003",8,3,0,1,4945,1.61779575328615
"13119211005",5,1,0,0,4059,1.23183050012318
"13119141001",6,2,0,0,4494,1.33511348464619
"13119141003",6,2,0,0,4752,1.26262626262626
"13119021003",1,0,1,0,4740,0.210970464135021
"13119021007",10,2,0,0,3347,2.98775022408127
"13119021008",0,0,0,0,4305,0
"13119021005",10,1,0,1,5306,1.88465887674331
"13119141007",1,0,1,0,4592,0.217770034843206
"13119141004",1,0,0,1,5299,0.188714851858841
"13119021004",2,1,0,1,5176,0.386398763523957
"13119141005",7,1,0,0,2198,3.18471337579618
"13119111003",0,0,0,0,2810,0
"13119011001",56,13,1,0,2649,21.1400528501321
"13119141008",0,0,0,0,3809,0
"13119141009",1,1,0,0,6274,0.15938795027096
"13119141002",0,0,0,0,4763,0
"13119021009",0,0,0,0,5129,0
"13119111001",0,0,0,0,2602,0
"13119101001",47,4,4,0,5271,8.91671409599696
"13119011002",16,2,0,2,4740,3.37552742616034
"13119021006",2,1,1,0,5450,0.36697247706422
"13119071014",0,0,0,0,4076,0
"13119121002",0,0,0,0,2576,0
"13119111002",1,0,0,1,5025,0.199004975124378
"13119021001",2,0,2,0,4203,0.475850582916964
"13119091001",31,5,6,2,3361,9.22344540315382
"13119071015",0,0,0,0,4087,0
"13119011005",19,4,0,2,2201,8.63243980009087
"13119011003",3,1,1,1,2477,1.21114251110214
"13119101002",29,7,6,3,3265,8.88208269525268
"13119071002",0,0,0,0,5327,0
"13119021002",2,0,2,0,3414,0.585823081429408
"13119071003",0,0,0,0,4808,0
"13119071010",0,0,0,0,5347,0
"13119071012",0,0,0,0,4597,0
"13119071011",1,1,0,0,4393,0.227634873662645
"13119151001",0,0,0,0,1321,0
"13119041001",5,1,0,0,440,11.3636363636364
"13119031001",10,2,0,0,2708,3.69276218611521
"13125011003",7,0,3,0,3237,2.16249613839975
"13125011007",0,0,0,0,9046,0
"13119131001",0,0,0,0,2153,0
"13119031004",7,1,0,0,3017,2.32018561484919
"13119031003",5,4,1,0,2867,1.74398325776073
"13119071009",0,0,0,0,5508,0
"13119071007",0,0,0,0,4293,0
"13119071001",0,0,0,0,4200,0
"13119071013",0,0,0,0,5464,0
"13119091002",13,5,0,0,4267,3.04663698148582
"13119081003",2,0,1,1,4130,0.484261501210654
"13119081004",0,0,0,0,3263,0
"13119171004",1,1,0,0,4401,0.227221086116792
"13119171001",0,0,0,0,5543,0
"13119061001",10,6,0,0,4723,2.11729832733432
"13119031005",1,1,0,0,2327,0.429737859905458
"13119031002",0,0,0,0,2885,0
"13119181003",2,1,0,1,2995,0.667779632721202
"13119181001",0,0,0,0,3454,0
"13119181004",0,0,0,0,5093,0
"13119051001",4,1,3,0,88,45.4545454545455
"13119181008",2,0,2,0,4885,0.409416581371546
"13119181006",6,2,0,0,4362,1.37551581843191
"13119161001",0,0,0,0,4468,0
"13119171003",0,0,0,0,3084,0
"13119181007",1,0,1,0,3155,0.316957210776545
"13119161002",13,4,1,0,5015,2.59222333000997
"13119171005",9,0,2,0,4571,1.96893458761759
"13119051006",0,0,0,0,5053,0
"13119171002",2,1,1,0,3626,0.551571980143409
"13119181002",2,2,0,0,5549,0.36042530185619
"13119061002",8,2,0,0,4734,1.68990283058724
"13119181005",0,0,0,0,5149,0
"13119161003",0,0,0,0,5240,0
"13119191001",0,0,0,0,4165,0
"13119191008",0,0,0,0,4098,0
"13119191010",0,0,0,0,4130,0
"13119051003",0,0,0,0,2455,0
"13119191002",1,0,1,0,4439,0.225275963054742
"13119191006",0,0,0,0,5639,0
"13119191007",0,0,0,0,3930,0
"13119191003",0,0,0,0,4229,0
"13119051002",0,0,0,0,4119,0
"13119191005",0,0,0,0,4437,0
"13119191009",0,0,0,0,3357,0
"13119191004",0,0,0,0,5262,0
"13119051007",0,0,0,0,4268,0
"13119051008",6,2,0,0,4975,1.20603015075377
"13119231006",0,0,0,0,2830,0
"13119051004",2,2,0,0,3231,0.619003404518725
"13119231004",1,1,0,0,3339,0.299490865528601
"13119231002",1,1,0,0,4950,0.202020202020202
"13119231001",4,1,3,0,3720,1.0752688172043
"13119231007",0,0,0,0,3500,0
"13119231003",1,1,0,0,814,1.22850122850123
"13119231005",0,0,0,0,2725,0
"13119231008",1,1,0,0,5206,0.192086054552439
"13119071006",0,0,0,0,5989,0
"13119071004",1,0,1,0,5065,0.197433366238894
"13119141011",12,3,1,0,4821,2.48911014312383
"13118061005",10,2,0,0,2032,4.92125984251969
"13119141010",4,4,0,0,4689,0.853060354020047
"13119051009",0,0,0,0,4273,0
"13119051005",0,0,0,0,5589,0
"13119141006",1,1,0,0,3377,0.296120817293456
"13118041004",15,3,0,0,3358,4.46694460988684
"13102041003",1,0,1,0,3141,0.318369945877109
"13102011002",16,0,4,0,3353,4.77184610796302
"13102041004",0,0,0,0,3747,0
"13102041006",0,0,0,0,4722,0
"13120021001",18,1,2,1,4004,4.4955044955045
"13118051001",5,0,1,0,43,116.279069767442
"13102041002",10,2,0,0,4691,2.13174163291409
"13120111006",6,4,0,2,1999,3.00150075037519
"13102041005",0,0,0,0,2619,0
"13118061006",0,0,0,0,2678,0
"13102031001",0,0,0,0,5765,0
"13102031006",0,0,0,0,3368,0
"13120111005",14,4,2,0,2769,5.0559768869628
"13102041001",5,0,1,0,4765,1.04931794333683
"13118011002",1,0,1,0,5344,0.187125748502994
"13102031002",5,1,0,0,4343,1.15127791848952
"13102031007",0,0,0,0,4168,0
"13118051002",18,3,2,0,2391,7.52823086574655
"13102031005",0,0,0,0,4297,0
"13102031003",0,0,0,0,4034,0
"13102031004",0,0,0,0,3156,0
"13102021001",0,0,0,0,2850,0
"13102021002",1,0,1,0,3877,0.257931390250193
"13118051003",0,0,0,0,2330,0
"13120111002",35,6,3,2,3251,10.7659181790218
"13102021004",0,0,0,0,2660,0
"13102011003",1,0,1,0,4648,0.215146299483649
"13102011004",0,0,0,0,5609,0
"13102011001",76,17,9,3,2520,30.1587301587302
"13102021003",15,0,4,0,2377,6.31047538914598
"13118051005",0,0,0,0,3792,0
"13120011007",8,1,3,0,3302,2.42277407631738
"13118011003",12,2,2,0,4911,2.44349419670128
"13118061001",2,2,0,0,4146,0.482392667631452
"13118011001",14,1,0,1,4848,2.88778877887789
"13118061003",5,1,0,0,3715,1.34589502018843
"13118011004",0,0,0,0,3070,0
"13118051004",31,5,2,0,3006,10.3127079174983
"13118061004",0,0,0,0,3312,0
"13118041002",10,0,2,0,3530,2.8328611898017
"13118021001",6,1,0,0,4676,1.28314798973482
"13118021004",16,3,1,0,4209,3.80137799952483
"13118041001",11,2,1,0,3073,3.57956394402864
"13120011005",14,1,1,0,3766,3.71747211895911
"13118021007",5,1,0,0,5045,0.991080277502478
"13118021002",1,0,1,0,5322,0.187899285982713
"13118041005",6,0,2,0,3429,1.74978127734033
"13118041003",16,3,0,0,3955,4.04551201011378
"13118021005",5,0,1,0,2865,1.74520069808028
"13120011004",13,4,0,2,3110,4.18006430868167
"13118031004",12,1,1,0,3104,3.8659793814433
"13118031001",55,2,7,12,4746,11.5887062789718
"13118021003",0,0,0,0,2690,0
"13118021006",0,0,0,0,2525,0
"13118031005",7,0,1,0,3789,1.84745315386646
"13118031003",10,0,2,0,3373,2.96471983397569
"13120011003",14,1,4,2,4074,3.43642611683849
"13118031002",6,2,0,0,4531,1.32421099095122
"13120011001",8,4,0,0,2289,3.49497597204019
"13118061002",0,0,0,0,3632,0
"13120021002",40,3,1,3,4334,9.22934933087217
"13118031006",24,5,3,0,2779,8.63620007196833
"13120021004",2,1,0,1,3107,0.643707756678468
"13120021003",4,1,0,3,4492,0.890471950133571
"13120031001",3,2,0,1,3162,0.94876660341556
"13120011002",7,0,0,3,3865,1.8111254851229
"13120111003",10,3,2,1,2490,4.01606425702811
"13120031002",22,3,0,3,3612,6.09080841638981
"13120101002",12,4,0,0,3444,3.48432055749129
"13120111001",61,15,4,9,4210,14.4893111638955
"13120041001",21,2,1,0,5705,3.68098159509202
"13120101003",6,2,0,0,3492,1.71821305841924
"13120101005",9,3,0,0,3430,2.62390670553936
"13120101006",12,2,3,3,3623,3.31217223295611
"13120041004",0,0,0,0,2950,0
"13120051002",9,1,1,1,4876,1.84577522559475
"13120051004",35,12,4,6,2497,14.0168201842211
"13120051001",2,0,0,2,2466,0.8110300081103
"13120071003",0,0,0,0,4227,0
"13120101008",2,2,0,0,3530,0.56657223796034
"13120071004",5,3,1,1,3028,1.65125495376486
"13120101007",2,1,1,0,3264,0.612745098039216
"13120041003",4,1,3,0,3045,1.3136288998358
"13120041002",20,1,4,1,3816,5.24109014675052
"13120051003",36,4,0,3,3642,9.88467874794069
"13120091002",0,0,0,0,3959,0
"13120091003",0,0,0,0,3632,0
"13120071006",6,1,1,0,3898,1.53925089789636
"13120081003",5,0,0,1,1792,2.79017857142857
"13120071005",11,2,3,0,3216,3.42039800995025
"13120041005",8,0,3,0,4336,1.8450184501845
"13120061001",13,2,3,2,3850,3.37662337662338
"13120061002",0,0,0,0,3225,0
"13120061005",0,0,0,0,3888,0
"13120021006",7,3,0,0,3619,1.93423597678917
"13120061003",5,0,1,0,3104,1.61082474226804
"13120081001",0,0,0,0,2961,0
"13120081002",0,0,0,0,2991,0
"13120061004",0,0,0,0,3017,0
"13120081004",3,3,0,0,2713,1.10578695171397
"13120071007",18,4,0,0,2289,7.86369593709043
"13120011006",65,7,5,3,4378,14.846962083143
"13120011009",38,12,1,0,3507,10.8354719133162
"13120091001",0,0,0,0,5061,0
"13120031003",6,4,0,2,2757,2.17627856365615
"13120111007",15,2,4,0,3001,4.99833388870377
"13120071001",2,1,1,0,2247,0.890075656430797
"13120101001",17,8,3,0,2672,6.3622754491018
"13120101004",11,2,0,3,3389,3.24579521982886
"13120111004",40,4,2,4,3545,11.2834978843441
"13123011008",13,5,2,2,1660,7.83132530120482
"13123041009",9,0,0,3,3338,2.69622528460156
"13129061003",0,0,0,0,3683,0
"13123041006",0,0,0,0,2704,0
"13129031004",0,0,0,0,3539,0
"13123011007",12,6,3,3,1655,7.25075528700906
"13101181002",8,1,0,0,4060,1.97044334975369
"13129021001",6,1,4,1,2327,2.57842715943275
"13101111014",2,1,0,1,1894,1.05596620908131
"13101111006",2,2,0,0,1677,1.19260584376863
"13101271001",41,10,7,3,3997,10.2576932699525
"13128101002",0,0,0,0,2333,0
"13123041001",14,1,0,2,3557,3.93590104020242
"13123021006",3,0,0,3,2842,1.05559465165377
"13128091002",0,0,0,0,3107,0
"13128021005",0,0,0,0,163,0
"13128021001",0,0,0,0,2838,0
"13128071005",1,1,0,0,4122,0.242600679281902
"13128071002",0,0,0,0,2759,0
"13128021002",0,0,0,0,2867,0
"13128021006",0,0,0,0,4839,0
"13128081002",0,0,0,0,2895,0
"13125041012",50,8,2,0,4275,11.6959064327485
"13128081001",0,0,0,0,2882,0
"13128061005",8,2,0,0,2527,3.16580925999209
"13128071006",5,1,0,0,5111,0.978282136568186
"13128021004",0,0,0,0,4241,0
"13128101001",0,0,0,0,2509,0
"13128011001",0,0,0,0,3768,0
"13128011003",4,3,1,0,3656,1.09409190371991
"13128021003",0,0,0,0,2865,0
"13128091004",0,0,0,0,3789,0
"13128081003",0,0,0,0,2263,0
"13128071008",10,2,0,0,2802,3.56887937187723
"13125021011",0,0,0,0,3412,0
"13128071003",7,1,0,0,3881,1.80365885081165
"13128031002",1,0,1,0,3697,0.270489586150933
"13128051001",6,1,1,0,3820,1.57068062827225
"13128071001",5,0,1,0,4894,1.02165917449939
"13128061002",11,2,0,0,5608,1.96148359486448
"13128091003",0,0,0,0,3686,0
"13128041001",0,0,0,0,1185,0
"13128031001",0,0,0,0,1486,0
"13125021016",3,2,1,0,3848,0.77962577962578
"13128061003",5,1,0,0,2882,1.73490631505899
"13128011002",17,2,1,0,3280,5.18292682926829
"13128091001",0,0,0,0,3578,0
"13125041005",15,4,1,0,6191,2.42287191083831
"13128061004",0,0,0,0,2524,0
"13125021002",0,0,0,0,4230,0
"13128101003",5,1,0,0,3930,1.27226463104326
"13128101004",13,3,0,0,1634,7.95593635250918
"13125021001",0,0,0,0,5170,0
"13128051002",6,0,1,1,3761,1.59532039351236
"13128041002",6,2,0,0,3345,1.79372197309417
"13125021005",0,0,0,0,4041,0
"13128041003",0,0,0,0,1422,0
"13125041004",1,1,0,0,4863,0.205634382068682
"13128071004",0,0,0,0,6454,0
"13128071009",0,0,0,0,1401,0
"13128071010",0,0,0,0,6861,0
"13128081004",0,0,0,0,5633,0
"13125031001",42,2,9,3,662,63.4441087613293
"13125041013",0,0,0,0,5197,0
"13125021014",0,0,0,0,5771,0
"13123041005",3,1,0,2,3556,0.843644544431946
"13125041014",1,0,1,0,4217,0.237135404315864
"13125041011",23,7,2,1,4957,4.63990316723825
"13125021009",2,2,0,0,6326,0.316155548529877
"13125021004",0,0,0,0,6455,0
"13101031003",5,3,1,1,4955,1.00908173562059
"13125041006",36,2,9,0,4746,7.58533501896334
"13125041007",3,1,2,0,5299,0.566144555576524
"13125021007",8,1,3,0,5361,1.49225890692035
"13125021010",2,2,0,0,5311,0.376576915835059
"13125041003",6,1,1,0,6819,0.87989441267048
"13125041010",1,1,0,0,5741,0.174185681936945
"13125021020",0,0,0,0,4660,0
"13125021015",4,1,3,0,3834,1.04329681794471
"13125021017",0,0,0,0,4269,0
"13125041008",4,1,3,0,2936,1.36239782016349
"13125041002",24,3,6,1,4194,5.72246065808298
"13125021019",0,0,0,0,4332,0
"13125021012",17,4,1,0,5306,3.20392009046363
"13125011002",0,0,0,0,5434,0
"13125021018",0,0,0,0,4659,0
"13125041001",33,7,2,1,3878,8.50954100051573
"13125021006",0,0,0,0,3675,0
"13125011001",40,2,9,2,4083,9.79671809943669
"13125011005",8,3,1,0,4985,1.60481444332999
"13125011008",0,0,0,0,4381,0
"13125011004",0,0,0,0,4377,0
"13125021003",12,1,3,0,4703,2.55156283223474
"13125021021",0,0,0,0,4148,0
"13125021008",0,0,0,0,4719,0
"13125021013",1,1,0,0,3877,0.257931390250193
"13125041009",0,0,0,0,4971,0
"13125041015",20,6,0,0,4153,4.81579581025765
"13101031007",6,4,0,2,2973,2.01816347124117
"13129021002",0,0,0,0,4585,0
"13129011003",0,0,0,0,4545,0
"13129071003",0,0,0,0,5394,0
"13129011002",43,8,0,0,2969,14.482990906029
"13129011005",0,0,0,0,2232,0
"13129011004",11,2,1,0,2952,3.72628726287263
"13129071001",0,0,0,0,5048,0
"13129071005",0,0,0,0,2275,0
"13129021004",1,0,1,0,4595,0.217627856365615
"13129021003",0,0,0,0,2220,0
"13129061001",5,1,0,0,4938,1.01255569056298
"13129031002",8,1,3,0,4515,1.7718715393134
"13129031001",0,0,0,0,2180,0
"13129061002",6,1,0,0,4528,1.32508833922261
"13129031003",5,2,3,0,4116,1.21477162293489
"13129051001",6,1,0,0,3692,1.62513542795233
"13129051002",5,0,1,0,3756,1.33120340788072
"13129041001",0,0,0,0,897,0
"13129051004",0,0,0,0,2456,0
"13129041002",5,0,1,0,4488,1.11408199643494
"13123041011",10,1,0,1,2076,4.81695568400771
"13129041003",6,1,1,0,2477,2.42228502220428
"13123031003",53,9,8,9,2947,17.9843909060061
"13129051003",1,1,0,0,4483,0.22306491188936
"13130021001",5,1,0,0,3714,1.34625740441572
"13129011001",0,0,0,0,2393,0
"13123031008",0,0,0,0,2085,0
"13130061003",24,6,4,2,4843,4.95560602932067
"13130011002",2,1,1,0,6605,0.302800908402725
"13130021003",0,0,0,0,5626,0
"13101281001",19,11,3,0,1218,15.5993431855501
"13130051002",25,5,4,1,4331,5.77233895174325
"13130031002",8,1,1,1,5408,1.4792899408284
"13130041002",13,4,1,0,4959,2.62149626940916
"13130021002",7,1,1,1,5586,1.2531328320802
"13130041001",32,3,4,1,4754,6.73117374842238
"13130031003",0,0,0,0,3042,0
"13130071004",0,0,0,0,2894,0
"13130071002",7,1,1,0,5636,1.24201561391057
"13130041003",0,0,0,0,5696,0
"13130041004",1,1,0,0,4423,0.226090888537192
"13130031001",7,2,1,0,3633,1.92678227360308
